id:ID(Drug),label,iri,chebi_id,atc_code,drug_type,drug_class,primary_indication,secondary_indications,mechanism_summary,status_overall,approved_regions,source,raw_source_ids
pxt864,PXT864,https://www.alzforum.org/therapeutics/pxt864,,,"Combination, Small Molecule",Other Neurotransmitters,Alzheimer's Disease,,"PXT864 is an example of a repurposed drug combination. It uses baclofen and acamprosate, taken twice a day.",discontinued,,AlzForum.Therapeutics,pxt864
qalsodytm,QALSODY™,https://www.alzforum.org/therapeutics/qalsodytm,,,DNA/RNA-based,Other,Amyotrophic Lateral Sclerosis,ALS,This drug is a second-generation antisense oligonucleotide (ASO) targeting the mRNA for superoxide dismutase 1. It mediates mRNA degradation to prevent SOD1 protein synthesis and reduce levels of SOD1 protein.,approved,,AlzForum.Therapeutics,qalsodytm
qrl-101,QRL-101,https://www.alzforum.org/therapeutics/qrl-101,,,Small Molecule,Other,Amyotrophic Lateral Sclerosis,,"This small molecule is an opener of Kv7.2/7.3 voltage-gated potassium channels, which function to stabilize membrane potential and control neuronal excitability. QRL-101 is being developed to treat amyotrophic lateral sclerosis, with the aim to reduce hyperexcitability-induced motor neuron degeneration.",ongoing,,AlzForum.Therapeutics,qrl-101
qrl-201,QRL-201,https://www.alzforum.org/therapeutics/qrl-201,,,DNA/RNA-based,Other,Amyotrophic Lateral Sclerosis,,"QRL-201 is an antisense oligonucleotide targeting the mRNA of the STMN2 gene. This gene encodes stathmin-2, a microtubule-binding protein abundant in motor neurons and critical for axon stability.",ongoing,,AlzForum.Therapeutics,qrl-201
rasagiline,Rasagiline,https://www.alzforum.org/therapeutics/rasagiline,,,Small Molecule,Other Neurotransmitters,"Alzheimer's Disease, Parkinson's Disease, Amyotrophic Lateral Sclerosis",,"Rasagiline is a selective monoamine oxidase B (MAOB) inhibitor widely used to treat symptoms of Parkinson’s disease. It works by blocking the breakdown of dopamine, thus increasing dopaminergic function in the brain.",approved,,AlzForum.Therapeutics,rasagiline
relyvrio,Relyvrio,https://www.alzforum.org/therapeutics/relyvrio,,,"Combination, Small Molecule",Other,"Amyotrophic Lateral Sclerosis, Alzheimer's Disease, Progressive Supranuclear Palsy",ALS,"AMX0035 is a proprietary, oral combination of two drugs already in use, sodium phenylbutyrate (PB) and tauroursodeoxycholic acid (TUDCA). PB is prescribed under the brand name Buphenyl to treat urea cycle disorders.",discontinued,,AlzForum.Therapeutics,relyvrio
rem0045392,REM0045392,https://www.alzforum.org/therapeutics/rem0045392,,,Small Molecule,Tau,Alzheimer's Disease,,"REM0045392 is a modulator of the cytoskeletal protein septin. It acts as a molecular glue to stabilize the septin cytoskeleton, and normalizes neuronal calcium signaling that is altered by pathological tau.",ongoing,,AlzForum.Therapeutics,rem0045392
rember-tm,Rember TM,https://www.alzforum.org/therapeutics/rember-tm,,,Small Molecule,Tau,Alzheimer's Disease,Methylene Blue predates FDA. Used for treatment of malaria and methemoglobinemia.,"Rember® is a purified, proprietary formulation of methylthioninium chloride (MTC), also known as methylene blue. This old drug predates the FDA.",discontinued,,AlzForum.Therapeutics,rember-tm
remternetug,Remternetug,https://www.alzforum.org/therapeutics/remternetug,,,Immunotherapy (passive),Amyloid-Related,Alzheimer's Disease,,"Remternetug, previously LY3372993, is an investigational monoclonal antibody. Lilly's development pipeline lists it as an N3pG-Aβ mAb, suggesting it recognizes a pyroglutamated form of Aβ that is aggregated in amyloid plaques.",ongoing,,AlzForum.Therapeutics,remternetug
resveratrol,Resveratrol,https://www.alzforum.org/therapeutics/resveratrol,,,"Small Molecule, Supplement, Dietary",Other,"Alzheimer's Disease, Mild Cognitive Impairment",,"Resveratrol is one of many bioactive polyphenols in certain foods, such as red grapes, blueberries, peanuts, and dark chocolate. It has been reported to have neuroprotective effects in cell-based and animal models.",ongoing,,AlzForum.Therapeutics,resveratrol
rg3487,RG3487,https://www.alzforum.org/therapeutics/rg3487,,,Small Molecule,Cholinergic System,Alzheimer's Disease,,RG3487 is a selective nicotinic alpha-7 receptor (α7nAChR) partial agonist. It also has properties of a serotonin 3 receptor antagonist.,unknown,,AlzForum.Therapeutics,rg3487
rg7129,RG7129,https://www.alzforum.org/therapeutics/rg7129,,,Small Molecule,Amyloid-Related,Alzheimer's Disease,,"This is an orally administered inhibitor of the β-secretase BACE1, the sheddase enzyme that cleaves APP and sets up subsequent γ-secretase cleavage leading to generation of Aβ species. The rationale behind this approach is that it will test the amyloid-cascade hypothesis of Alzheimer's disease and act as a disease-modifying therapy.",discontinued,,AlzForum.Therapeutics,rg7129
rg7345,RG7345,https://www.alzforum.org/therapeutics/rg7345,,,Immunotherapy (passive),Tau,Alzheimer's Disease,,"RG7345 is a humanized monoclonal antibody targeting the tau phosphoepitope pS422. Tau phosphorylated at this site is considered a pathological form that has been linked to the relocalization of tau away from microtubules and toward the somato-dendritic compartment of the neuron ( Buée et al., 2000 ).",discontinued,,AlzForum.Therapeutics,rg7345
rilapladib,Rilapladib,https://www.alzforum.org/therapeutics/rilapladib,,,Small Molecule,Other,Alzheimer's Disease,,"Rilapladib is an inhibitor of lipoprotein-associated phospholipase A2 (Lp-PLA2). Also known as plasma platelet-activating factor acetyl hydrolase, this enzyme is released into the blood by monocytes/macrophages.",discontinued,,AlzForum.Therapeutics,rilapladib
riluzole,Riluzole,https://www.alzforum.org/therapeutics/riluzole,,,Small Molecule,"Other Neurotransmitters, Other","Alzheimer's Disease, Parkinson's Disease, Amyotrophic Lateral Sclerosis, Huntington's Disease",Amyotrophic Lateral Sclerosis in many countries,"Riluzole is the first FDA-approved medication for amyotrophic lateral sclerosis. It has been marketed in dozens of countries around the world since the late 1990s, and generic versions became available in the U.S.",approved,,AlzForum.Therapeutics,riluzole
risvodetinib,Risvodetinib,https://www.alzforum.org/therapeutics/risvodetinib,,,Small Molecule,"alpha-synuclein, Other",Parkinson's Disease,,IkT-148009 is a novel brain-penetrant inhibitor of c-Abl tyrosine kinase. It is a chemical derivative of the commercial anticancer agent Imatinib/Gleevec.,ongoing,,AlzForum.Therapeutics,risvodetinib
rivastigmine,Rivastigmine,https://www.alzforum.org/therapeutics/rivastigmine,,,Small Molecule,Cholinergic System,"Alzheimer's Disease, Parkinson's Disease Dementia",Mild to moderate Alzheimer’s disease and mild to moderate dementia related to Parkinson's disease,"Rivastigmine is a reversible inhibitor of both the acetylcholinesterase and butyrylcholinesterase enzymes. It is widely used for the treatment of Alzheimer's across its mild, moderate, and severe stages, as well as for the treatment of dementia associated with Parkinson's disease (PDD).",approved,,AlzForum.Therapeutics,rivastigmine
rns60,RNS60,https://www.alzforum.org/therapeutics/rns60,,,Other,"Inflammation, Other",Amyotrophic Lateral Sclerosis,,RNS60 is saline containing charged oxygen nanobubbles. It is created by mixing 0.9 percent normal saline with pressurized oxygen using a technique owned by Revalesio.,ongoing,,AlzForum.Therapeutics,rns60
rofecoxib,Rofecoxib,https://www.alzforum.org/therapeutics/rofecoxib,,,Small Molecule,Inflammation,Alzheimer's Disease,Withdrawn from market,The NSAID rofecoxib is a selective cyclooxygenase-2 (COX-2) inhibitor. Its anti-inflammatory and analgesic effects appear to result from the inhibition of prostaglandin synthesis.,discontinued,,AlzForum.Therapeutics,rofecoxib
rosiglitazone,Rosiglitazone,https://www.alzforum.org/therapeutics/rosiglitazone,,,Small Molecule,Other,Alzheimer's Disease,,"Rosiglitazone is an antidiabetic medication that lowers blood glucose by sensitizing pancreatic target cells to insulin. Rosiglitazone belongs to the thiazolidinedione class of peroxisome-proliferator activated receptor γ agonists; PPARγ is a nuclear receptor predominantly expressed in adipose tissue, whose activation influences expression of genes involved in glucose and lipid metabolism.",discontinued,,AlzForum.Therapeutics,rosiglitazone
rotigotine,Rotigotine,https://www.alzforum.org/therapeutics/rotigotine,,,Small Molecule,Other Neurotransmitters,"Alzheimer's Disease, Frontotemporal Dementia","Parkinson's disease, Restless Leg Syndrome","This dopamine receptor agonist is approved to treat Parkinson’s disease and restless legs syndrome in Europe and the U.S. It is formulated as a once-daily transdermal patch, in doses from 1 to 8 mg.",ongoing,,AlzForum.Therapeutics,rotigotine
s-38093,S 38093,https://www.alzforum.org/therapeutics/s-38093,,,Small Molecule,"Cholinergic System, Other Neurotransmitters",Alzheimer's Disease,,"This histamine H3 receptor antagonist was being developed for the treatment of Alzheimer's disease in many European, South American, and other countries, though not the United States. Blocking the histamine H3 receptor has been a target of several small-molecule therapeutic programs for cognition disorders at other companies, as well, e.g.",discontinued,,AlzForum.Therapeutics,s-38093
s-equol,S-Equol,https://www.alzforum.org/therapeutics/s-equol,,,Small Molecule,Other,Alzheimer's Disease,,"S-Equol is a selective agonist of the estrogen receptor-β, which is expressed on mitochondria. This compound is not a hormone, but rather the S-enantiomeric metabolite of daidzein, a soy-based isoflavone ( Setchell et al., 2005 ).",ongoing,,AlzForum.Therapeutics,s-equol
s47445,S47445,https://www.alzforum.org/therapeutics/s47445,,,Small Molecule,Other Neurotransmitters,Alzheimer's Disease,,"S47445 is an agonist of AMPA receptors for glutamate, the major excitatory neurotransmitter in the brain. S47445 is being developed for the treatment of Alzheimer’s disease and depression.",discontinued,,AlzForum.Therapeutics,s47445
s603,AS-S603,https://www.alzforum.org/therapeutics/s603,,,Small Molecule,"Amyloid-Related, Tau","Alzheimer's Disease, Mild Cognitive Impairment",,AS-S603 is a small molecule said to dissociate amyloid and tau protein aggregates. It was discovered by compound screening to identify inhibitors of Aβ oligomerization and aggregation.,ongoing,,AlzForum.Therapeutics,s603
sabeluzole,Sabeluzole,https://www.alzforum.org/therapeutics/sabeluzole,,,Small Molecule,Unknown,Alzheimer's Disease,,"Sabeluzole has been reported to reduce glutatmate toxicity in part by reducing NMDA-induced inward current ( Van der Valk et al., 1993 ). It also has been shown to affect cytoskeletal stability ( Geerts et al., 1996 ) and tau expression ( Uberti et al., 1997 ).",unknown,,AlzForum.Therapeutics,sabeluzole
sabirnetug,Sabirnetug,https://www.alzforum.org/therapeutics/sabirnetug,,,Immunotherapy (passive),Amyloid-Related,Alzheimer's Disease,,"This humanized IgG2 monoclonal antibody selectively binds soluble Aβ oligomers, aka Aβ-derived diffusible ligands (ADDLs). Though they constitute a minor fraction of Aβ in the brain, soluble oligomers are believed to be the most neurotoxic, and to be responsible for memory loss and neuronal death (e.g., Gong et al., 2003 ; Hong et al., 2018 ).",ongoing,,AlzForum.Therapeutics,sabirnetug
safinamide,Safinamide,https://www.alzforum.org/therapeutics/safinamide,,,Small Molecule,Other Neurotransmitters,"Multiple System Atrophy, Parkinson's Disease",,"Safinamide is a reversible monoamine oxidase B inhibitor, taken as a pill by mouth. MAO-B degrades the neurotransmitter dopamine, and safinamide raises dopamine levels in synapses.",approved,,AlzForum.Therapeutics,safinamide
sage-718,SAGE-718,https://www.alzforum.org/therapeutics/sage-718,,,Small Molecule,Other Neurotransmitters,"Alzheimer's Disease, Parkinson's Disease, Huntington's Disease",,"SAGE-718 is a derivative of the endogenous steroid 24(S)-hydroxycholesterol. It is a positive allosteric modulator of the NMDA receptor, whose activity induces long-term potentiation of synapses, and thus is essential for learning and memory.",discontinued,,AlzForum.Therapeutics,sage-718
sar110894d,SAR110894D,https://www.alzforum.org/therapeutics/sar110894d,,,Small Molecule,Other,Alzheimer's Disease,,,ongoing,,AlzForum.Therapeutics,sar110894d
sar228810,SAR228810,https://www.alzforum.org/therapeutics/sar228810,,,Immunotherapy (passive),Amyloid-Related,Alzheimer's Disease,,This is a monoclonal antibody directed primarily against soluble protofibrillar and fibrillar species of Aβ. It is relatively inactive against Aβ monomers and small oligomeric aggregates.,discontinued,,AlzForum.Therapeutics,sar228810
sar446159,SAR446159,https://www.alzforum.org/therapeutics/sar446159,,,Immunotherapy (passive),alpha-synuclein,Parkinson's Disease,,"SAR446159 is an IgG monoclonal antibody to α-synuclein, with an insulin-like growth factor receptor (IGF1R) binding domain acting as a shuttle to transport it across the blood-brain barrier. The shuttle platform was invented at ABL Bio, and the antibody is being developed in collaboration with Sanofi.",ongoing,,AlzForum.Therapeutics,sar446159
saracatinib,Saracatinib,https://www.alzforum.org/therapeutics/saracatinib,,,Small Molecule,Other,"Alzheimer's Disease, Parkinson's Disease",,"Saracatinib is an inhibitor of the Src/abl family of kinases. It was originally developed by AstraZeneca for various types of cancer, but discontinued in Phase 2 for lack of efficacy.",discontinued,,AlzForum.Therapeutics,saracatinib
sargramostim,Sargramostim,https://www.alzforum.org/therapeutics/sargramostim,,,Other,"Inflammation, Other, Unknown","Alzheimer's Disease, Parkinson's Disease",Bone Marrow Stimulation,"GM-CSF leukine, aka sargramostim, is a synthetic form of the hematopoietic growth factor granulocyte-macrophage colony-stimulating factor. It is a 127-amino-acid glycoprotein produced by recombinant DNA technology in yeast.",ongoing,,AlzForum.Therapeutics,sargramostim
sb-202026,SB 202026,https://www.alzforum.org/therapeutics/sb-202026,,,Small Molecule,Other Neurotransmitters,Alzheimer's Disease,,SB 202026 is a selective muscarinic M1 receptor partial agonist.,discontinued,,AlzForum.Therapeutics,sb-202026
selnoflast,Selnoflast,https://www.alzforum.org/therapeutics/selnoflast,,,Small Molecule,Inflammation,Parkinson's Disease,,"Selnoflast is an inhibitor of inflammasomes containing NLRP3, or nod-like receptor family, pyrin domain-containing protein 3. Inflammasomes are multiprotein, cytosolic complexes that function as sensors in the innate immune system.",ongoing,,AlzForum.Therapeutics,selnoflast
seltorexant,Seltorexant,https://www.alzforum.org/therapeutics/seltorexant,,,Small Molecule,Other,Alzheimer's Disease,,Seltorexant is a selective antagonist of the human orexin-2 receptor. The neuropeptide orexin regulates wakefulness; inhibiting orexin receptor signaling promotes sleep.,discontinued,,AlzForum.Therapeutics,seltorexant
semagacestat,Semagacestat,https://www.alzforum.org/therapeutics/semagacestat,,,Small Molecule,Amyloid-Related,Alzheimer's Disease,,Semagacestat is a γ-secretase inhibitor that reduces Aβ40 and 42 production and secretion by the γ-secretase enzyme complex. The rationale is that reducing the formation of Aβ from its substrate APP targets an upstream event in the amyloid cascade and represents a direct test of the amyloid hypothesis.,discontinued,,AlzForum.Therapeutics,semagacestat
semaglutide,Semaglutide,https://www.alzforum.org/therapeutics/semaglutide,,,Other,Other,"Alzheimer's Disease, Parkinson's Disease","Type 2 Diabetes, Obesity, Protection against myocardial infarction and stroke","Semaglutide is a synthetic, long-acting analog of glucagon-like peptide-1, used to treat diabetes. Ozempic TM is a once-per-week injection formulation, while Rybelsus TM is is a daily pill.",ongoing,,AlzForum.Therapeutics,semaglutide
sembragiline,Sembragiline,https://www.alzforum.org/therapeutics/sembragiline,,,Small Molecule,"Other Neurotransmitters, Other",Alzheimer's Disease,,"Sembragiline is an inhibitor of monoamine oxidase B (MAOB), a mitochondrial enzyme that inactivates the neurotransmitter dopamine, and in the process generates reactive free oxygen radicals. MAOB expression is increased in Alzheimer's brain, particularly in reactive astrocytes near amyloid plaques ( Saura et al., 1994 ; Gulyas et al., 2011 ).",discontinued,,AlzForum.Therapeutics,sembragiline
semorinemab,Semorinemab,https://www.alzforum.org/therapeutics/semorinemab,,,Immunotherapy (passive),Tau,Alzheimer's Disease,,"This is an anti-tau IgG4 antibody that grew out of a research collaboration between AC Immune and Genentech, part of the Roche Group. The collaboration focused on approaches that target extracellular, not intracellular, tau.",unknown,,AlzForum.Therapeutics,semorinemab
sensory-stimulation-systems,Sensory Stimulation Systems,https://www.alzforum.org/therapeutics/sensory-stimulation-systems,,,"Combination, Procedural Intervention","Amyloid-Related, Inflammation, Other","Alzheimer's Disease, Parkinson's Disease, Down's Syndrome",,"Sensory Stimulation Systems, and GENUS, refer to a noninvasive procedure, i.e., a ""digital therapeutic,"" being developed by Cognito Therapeutics. The company developed a wearable GammaSense Stimulation device.",ongoing,,AlzForum.Therapeutics,sensory-stimulation-systems
sgs-742,SGS-742,https://www.alzforum.org/therapeutics/sgs-742,,,Small Molecule,Other Neurotransmitters,Alzheimer's Disease,,SGS742 is a GABA(B) receptor antagonist.,discontinued,,AlzForum.Therapeutics,sgs-742
shr-1707,SHR-1707,https://www.alzforum.org/therapeutics/shr-1707,,,Immunotherapy (passive),Amyloid-Related,Alzheimer's Disease,,"SHR-1707 is a humanized anti-Aβ IgG1 monoclonal antibody that, according to Hengrui Pharmaceuticals, binds to Aβ fibrils and monomers. No preclinical data is published on this antibody, but Hengrui has claimed that SHR-1707 reduced brain Aβ deposition in 5xFAD transgenic mice (e.g.",ongoing,,AlzForum.Therapeutics,shr-1707
simufilam,Simufilam,https://www.alzforum.org/therapeutics/simufilam,,,Small Molecule,Amyloid-Related,Alzheimer's Disease,,"Simufilam binds to filamin, a ubiquitous scaffolding protein and regulator of the actin cytoskeleton. Filamin has been claimed to stabilize the high-affinity interaction of soluble Aβ42 and the α7 nicotinic acetylcholine receptor (α7nAChR), which has been reported to trigger tau phosphorylation and synaptic dysfunction in some experimental systems ( Wang et al., 2000 ; Wang et al., 2003 ; Snyder et al., 2005 ).",discontinued,,AlzForum.Therapeutics,simufilam
simvastatin,Simvastatin,https://www.alzforum.org/therapeutics/simvastatin,,,Small Molecule,Cholesterol,"Alzheimer's Disease, Mild Cognitive Impairment",Hypercholesterolemia and diabetic cardiomyopathy.,"Simvastatin is an oral HMG-CoA reductase inhibitor prescribed extensively throughout the world for the treatment of hypercholesterolemia and diabetic cardiomyopathy. Simvastatin was developed by Merck, Sharp & Dohme.",ongoing,,AlzForum.Therapeutics,simvastatin
snp318,SNP318,https://www.alzforum.org/therapeutics/snp318,,,Small Molecule,Inflammation,Alzheimer's Disease,,"SNP318 inhibits the enzyme lipoprotein-associated phospholipase A2 (Lp-PLA2). Also known as plasma platelet-activating factor acetyl hydrolase, this enzyme produces inflammatory mediators that damage blood vessels and increase the permeability of the blood-brain barrier.",ongoing,,AlzForum.Therapeutics,snp318
solanezumab,Solanezumab,https://www.alzforum.org/therapeutics/solanezumab,,,Immunotherapy (passive),Amyloid-Related,Alzheimer's Disease,,"Solanezumab is a humanized monoclonal IgG1 antibody directed against the mid-domain of the Aβ peptide. It recognizes soluble monomeric, not fibrillar, Aβ.",discontinued,,AlzForum.Therapeutics,solanezumab
solengepras,Solengepras,https://www.alzforum.org/therapeutics/solengepras,,,Small Molecule,Other Neurotransmitters,Parkinson's Disease,,"Cerevance performs single-nuclei RNA sequencing of defined cell types isolated from postmortem brain tissue to identify therapeutic targets for neurologic diseases ( Xu et al., 2018 ). CVN424 is an orally available, brain-penetrant small molecule.",ongoing,,AlzForum.Therapeutics,solengepras
souvenaid,Souvenaid,https://www.alzforum.org/therapeutics/souvenaid,,,"Supplement, Dietary",Other,Alzheimer's Disease,,"Souvenaid is a marketed product. For sale in Australia and some European countries but not the U.S., Souvenaid is a medical food designed to enhance the formation and function of synapses ( Oct 2009 conference news ; de Wilde et al., 2011 ).",unknown,,AlzForum.Therapeutics,souvenaid
spg302,SPG302,https://www.alzforum.org/therapeutics/spg302,,,Small Molecule,Other Neurotransmitters,"Alzheimer's Disease, Amyotrophic Lateral Sclerosis",,SPG302 is a new pegylated benzothiazole derivative that targets an undisclosed regulator of the F-actin-based cytoskeleton to increase synapse numbers. This small molecule promotes the formation of dendritic spines bearing glutamatergic synapses.,ongoing,,AlzForum.Therapeutics,spg302
st101,ST101,https://www.alzforum.org/therapeutics/st101,,,Small Molecule,Unknown,Alzheimer's Disease,,ST101 is an orally active azaindolizinone derivative that has been reported to be a cognitive enhancer. The compound may have pleiotropic effects.,unknown,,AlzForum.Therapeutics,st101
suritozole,Suritozole,https://www.alzforum.org/therapeutics/suritozole,,,Small Molecule,Other Neurotransmitters,Alzheimer's Disease,,"Suritozole is an inverse agonist at the GABA(A) receptor ( Miller et al., 1992 ). GABA(A) receptor activity affects cholinergic function in the hippocampus and cerebral cortex ( Richter et al., 1982 ; Wenk, 1984 ).",discontinued,,AlzForum.Therapeutics,suritozole
suvn-g3031,SUVN-G3031,https://www.alzforum.org/therapeutics/suvn-g3031,,,Small Molecule,"Cholinergic System, Other Neurotransmitters",Alzheimer's Disease,,"SUVN-G3031 is an orally active histamine H3 receptor antagonist being developed to treat cognitive deficits in Alzheimer's disease and schizophrenia. Histamine H3 receptors are widely expressed in healthy and Alzheimer's disease brains ( Medhurst et al., 2009 ).",ongoing,,AlzForum.Therapeutics,suvn-g3031
suvorexant,Suvorexant,https://www.alzforum.org/therapeutics/suvorexant,,,Small Molecule,Other,Alzheimer's Disease,"Insomnia, Insomnia in mild to moderate Alzheimer's disease",This orexin receptor antagonist was approved by the U.S. FDA in 2014 to treat insomnia.,approved,,AlzForum.Therapeutics,suvorexant
t3d-959,T3D-959,https://www.alzforum.org/therapeutics/t3d-959,,,Small Molecule,Other,Alzheimer's Disease,,"T3D-959 is a dual agonist of the peroxisome proliferator activated nuclear receptor delta/gamma, aka PPARδ/γ. It is being developed as an oral therapy for Alzheimer’s disease.",ongoing,,AlzForum.Therapeutics,t3d-959
tacrine,Tacrine,https://www.alzforum.org/therapeutics/tacrine,,,Small Molecule,Cholinergic System,Alzheimer's Disease,,"Tacrine is a reversible acetylcholinesterase inhibitor. Originally developed by Warner-Lambert Co., tacrine was the first such drug to be introduced for the treatment of Alzheimer's disease in a range of countries in South America, Asia, Europe, Australia, and the United States in 1995 and 1996.",approved,,AlzForum.Therapeutics,tacrine
tak-341,TAK-341,https://www.alzforum.org/therapeutics/tak-341,,,Immunotherapy (passive),alpha-synuclein,"Parkinson's Disease, Multiple System Atrophy",,"This is a high-affinity monoclonal antibody to a C-terminal epitope on monomeric and aggregated α-synuclein, originally developed by AstraZeneca. Genetic and pathological evidence implicates α-synuclein in the pathogenesis of Parkinson's disease (PD) and other α-synucleinopathies such as dementia with Lewy bodies (DLB).",ongoing,,AlzForum.Therapeutics,tak-341
tavapadon,Tavapadon,https://www.alzforum.org/therapeutics/tavapadon,,,Small Molecule,Other Neurotransmitters,Parkinson's Disease,,"Tavapadon functions as a partial agonist at dopamine D1 and D5 receptors and is in Phase 3 development for Parkinson’s disease. Nonspecific dopamine receptor agonists currently used to treat PD have significant side effects, including daytime sleepiness, impulse control disorders, confusion, hallucinations, and dyskinesias.",ongoing,,AlzForum.Therapeutics,tavapadon
tb006,TB006,https://www.alzforum.org/therapeutics/tb006,,,Immunotherapy (passive),Inflammation,Alzheimer's Disease,,"This humanized monoclonal antibody targets galactose-specific lectin (galectin) 3, a β-galactosidase-binding protein involved in macrophage activation and antimicrobial immune responses. The rationale for targeting galectin 3 to treat Alzheimer’s disease comes from studies implicating it as a regulator of microglia activation in response to amyloid.",ongoing,,AlzForum.Therapeutics,tb006
telmisartan,Telmisartan,https://www.alzforum.org/therapeutics/telmisartan,,,Small Molecule,Other,Alzheimer's Disease,Hypertension,Telmisartan is an angiotensin II receptor antagonist marketed around the world to treat elevated blood pressure and reduce the possibility of cardiovascular risk associated with chronic hypertension. Telmisartan is an alternative medication for people who are unable to take angiotensin-converting enzyme (ACE) inhibitors.,ongoing,,AlzForum.Therapeutics,telmisartan
thalidomide,Thalidomide,https://www.alzforum.org/therapeutics/thalidomide,,,Small Molecule,"Amyloid-Related, Inflammation",Alzheimer's Disease,,"Thalidomide is an immunomodulatory agent with a spectrum of activity that is only partly characterized. Originally introduced as a nonbarbiturate hypnotic, it was used to treat morning sickness, but numerous instances of severe birth defects led to its withdrawal from the market.",discontinued,,AlzForum.Therapeutics,thalidomide
thn391,THN391,https://www.alzforum.org/therapeutics/thn391,,,Immunotherapy (passive),Inflammation,Alzheimer's Disease,,THN391 is a humanized monoclonal antibody to the blood clotting protein fibrin. THN391 was designed to block fibrin-mediated neuroinflammation without interfering with clotting functions.,ongoing,,AlzForum.Therapeutics,thn391
tideglusib,Tideglusib,https://www.alzforum.org/therapeutics/tideglusib,,,Small Molecule,Tau,"Alzheimer's Disease, Progressive Supranuclear Palsy",,"Tideglusib is an orally available, small-molecule drug of the thiadiazolidinone class. It acts as an inhibitor of glycogen synthase kinase 3 (GSK3-β), a widely studied tau kinase.",discontinued,,AlzForum.Therapeutics,tideglusib
tilavonemab,Tilavonemab,https://www.alzforum.org/therapeutics/tilavonemab,,,Immunotherapy (passive),Tau,"Progressive Supranuclear Palsy, Alzheimer's Disease",,"C2N 8E12 is a humanized IgG4 antibody that was being developed by C2N Diagnostics and AbbVie to treat tauopathies. It recognizes an aggregated, extracellular form of pathological tau, binding to tau's N-terminus.",discontinued,,AlzForum.Therapeutics,tilavonemab
tpi-287,TPI 287,https://www.alzforum.org/therapeutics/tpi-287,,,Small Molecule,Tau,"Alzheimer's Disease, Corticobasal Degeneration, Progressive Supranuclear Palsy",,"TPI 287 is a tubulin-binding and microtubule-stabilizing drug that is being clinically developed by Cortice Biosciences, formerly Archer Biosciences. TPI 287 is an abeo-taxane—a synthetic derivative of the taxane diterpenoid drugs used in cancer therapy, such as paclitaxel.",ongoing,,AlzForum.Therapeutics,tpi-287
tpn-101,TPN-101,https://www.alzforum.org/therapeutics/tpn-101,,,"Small Molecule, DNA/RNA-based",Inflammation,"ALS-FTD, Progressive Supranuclear Palsy",,"This nucleoside analog reverse transcriptase inhibitor was originally developed for the treatment of human immunodeficiency virus infection. It is being repurposed based on recent work implicating the activation of retrotransposons in the pathology of amyotrophic lateral sclerosis, Alzheimer’s, and other neurodegenerative diseases.",ongoing,,AlzForum.Therapeutics,tpn-101
transcutaneous-auricular-vagal-afferent-nerve-stimulation,Transcutaneous auricular vagal afferent nerve stimulation,https://www.alzforum.org/therapeutics/transcutaneous-auricular-vagal-afferent-nerve-stimulation,,,Other,Other Neurotransmitters,"Alzheimer's Disease, Mild Cognitive Impairment, Parkinson's Disease",,This noninvasive approach attempts to modulate the noradrenergic system of the locus coeruleus by stimulating the vagal nerve. It uses electrodes clipped on the outer ear to stimulate the auricular branch of the vagal nerve.,unknown,,AlzForum.Therapeutics,transcutaneous-auricular-vagal-afferent-nerve-stimulation
trappsolr-cyclotm,Trappsol® Cyclo™,https://www.alzforum.org/therapeutics/trappsolr-cyclotm,,,Other,Cholesterol,Alzheimer's Disease,,"Trappsol® Cyclo™ is a proprietary, intravenous formulation of 2-hydroxypropyl-β-cyclodextrin in development to treat diseases associated with impaired cholesterol metabolism, including Alzheimer's disease. This cyclic oligosaccharide sequesters cholesterol, solubilizing it and extracting it from cells.",ongoing,,AlzForum.Therapeutics,trappsolr-cyclotm
trazodone,Trazodone,https://www.alzforum.org/therapeutics/trazodone,,,Small Molecule,Other Neurotransmitters,"Alzheimer's Disease, Mild Cognitive Impairment, Amyotrophic Lateral Sclerosis",Depression,"Trazodone is a phenyl piperazine derivative with agonist and antagonist activity at serotonin receptors, in addition to adrenergic and histaminergic activity and serotonin uptake inhibition. It was approved more than 40 years ago to treat major depressive disorder.",ongoing,,AlzForum.Therapeutics,trazodone
tricaprilin,Tricaprilin,https://www.alzforum.org/therapeutics/tricaprilin,,,"Supplement, Dietary, Other",Other,Alzheimer's Disease,,"Tricaprilin is the follow-up to Accera's AC-1202 /Axona medical food product. It is a proprietary, oral formulation of caprylic triglyceride, which was designed to induce a mild chronic ketosis in order to improve mitochondrial metabolism.",ongoing,,AlzForum.Therapeutics,tricaprilin
troculeucel,Troculeucel,https://www.alzforum.org/therapeutics/troculeucel,,,Other,"Amyloid-Related, Inflammation",Alzheimer's Disease,,"Troculeucel is an immunotherapy consisting of a patient’s own natural killer cells that have been isolated, expanded in the lab, and re-infused. The cells are not genetically modified.",ongoing,,AlzForum.Therapeutics,troculeucel
trontinemab,Trontinemab,https://www.alzforum.org/therapeutics/trontinemab,,,Immunotherapy (passive),Amyloid-Related,Alzheimer's Disease,,"RO7126209 is a new version of the anti-amyloid monoclonal antibody gantenerumab , engineered to more easily cross the blood-brain barrier using Roche’s “brain shuttle” technology. A Fab fragment that binds the human transferrin receptor is attached to the effector (Fc) domain of the gantenerumab monoclonal antibody.",ongoing,,AlzForum.Therapeutics,trontinemab
