therapeutic_id,name,url,synonyms,fda_statuses,companies,target_types,therapy_types,approved_for,source_search_ids
kp405,KP405,https://www.alzforum.org/therapeutics/kp405,DA5-CH,Parkinson's Disease (Phase 1),Kariya Pharmaceuticals ApS,Other,Small Molecule,,?fda_statuses[]=181&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=181&therapy_types[]=166 | ?therapy_types[]=166
kynmobi,Kynmobi,https://www.alzforum.org/therapeutics/kynmobi,"APL-130277, apomorphine hydrochloride sublingual thin film",Parkinson's Disease (Approved),Sunovion Pharmaceuticals Inc.,Other Neurotransmitters,Small Molecule,,?fda_statuses[]=184&target_types[]=176 | ?target_types[]=176 | ?fda_statuses[]=184&therapy_types[]=166 | ?therapy_types[]=166
ladostigil,Ladostigil,https://www.alzforum.org/therapeutics/ladostigil,"Ladostigil hemitartrate, TV3326","Mild Cognitive Impairment (Phase 2), Alzheimer's Disease (Discontinued)",Avraham Pharmaceuticals Ltd,Cholinergic System,Small Molecule,,?fda_statuses[]=182&target_types[]=172 | ?fda_statuses[]=189&target_types[]=172 | ?target_types[]=172 | ?fda_statuses[]=182&therapy_types[]=166 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
lamivudine,Lamivudine,https://www.alzforum.org/therapeutics/lamivudine,"3TC, Epivir",Alzheimer's Disease (Phase 2),ViiV Healthcare,Inflammation,DNA/RNA-based,"HIV infection, Hepatitis B infection",?fda_statuses[]=182&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=182&therapy_types[]=164 | ?therapy_types[]=164
latozinemab,Latozinemab,https://www.alzforum.org/therapeutics/latozinemab,"AL001, GSK4527223","Frontotemporal Dementia (Discontinued), Amyotrophic Lateral Sclerosis (Inactive)","Alector, GlaxoSmithKline (GSK)",Other,Immunotherapy (passive),,?fda_statuses[]=190&target_types[]=175 | ?fda_statuses[]=189&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=190&therapy_types[]=162 | ?fda_statuses[]=189&therapy_types[]=162 | ?therapy_types[]=162
lenalidomide,Lenalidomide,https://www.alzforum.org/therapeutics/lenalidomide,Revlimid,Alzheimer's Disease (Phase 2),Celgene Corporation,"Amyloid-Related, Inflammation",Small Molecule,"Multiple myeloma, lymphoma, myelodysplastic syndromes",?fda_statuses[]=182&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=182&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=182&therapy_types[]=166 | ?therapy_types[]=166
leqembi,Leqembi,https://www.alzforum.org/therapeutics/leqembi,"Leqembi Iqlik , Lecanemab-irmb, BAN2401, mAb158",Alzheimer's Disease (Approved),"BioArctic AB, Biogen, Eisai Co., Ltd.",Amyloid-Related,Immunotherapy (passive),,?fda_statuses[]=184&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=184&therapy_types[]=162 | ?therapy_types[]=162
leucettinib-21,Leucettinib-21,https://www.alzforum.org/therapeutics/leucettinib-21,"(R,Z)-5-(benzo[d]thiazol-6-ylmethylene)-2-((1-methoxy-4-methylpentan-2-yl)amino)-3,5-dihydro-4H-imidazol-4-one","Alzheimer's Disease (Phase 1), Down's Syndrome (Phase 1)",Perha Pharmaceuticals,Other,Small Molecule,,?fda_statuses[]=181&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=181&therapy_types[]=166 | ?therapy_types[]=166
leuprolide,Leuprolide,https://www.alzforum.org/therapeutics/leuprolide,"Leuprolide acetate , Lupron Depot, Eligard",Alzheimer's Disease (Phase 2),"Tolmar Pharmaceuticals, Inc.",Other,Other,Advanced prostate cancer,?fda_statuses[]=182&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=182&therapy_types[]=167 | ?therapy_types[]=167
levetiracetam,Levetiracetam,https://www.alzforum.org/therapeutics/levetiracetam,Keppra,"Alzheimer's Disease (Phase 2), Parkinson's Disease (Discontinued)",UCB S.A.,"Amyloid-Related, Other",Small Molecule,"Epilepsy and Partial Seizures in U.S., European Union, plus about 20 other countries",?fda_statuses[]=182&target_types[]=170 | ?fda_statuses[]=189&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=182&target_types[]=175 | ?fda_statuses[]=189&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=182&therapy_types[]=166 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
levodopa,Levodopa,https://www.alzforum.org/therapeutics/levodopa,"L-Dopa, Sinemet, Duodopa, Duopa, Inbrija, Parcopa, Prolopa, Rytary, Stalevo, Crexont",Parkinson's Disease (Approved),"AbbVie, Acorda Therapeutics, Inc., Amneal Pharmaceuticals, Inc.",Other Neurotransmitters,Small Molecule,,?fda_statuses[]=184&target_types[]=176 | ?target_types[]=176 | ?fda_statuses[]=184&therapy_types[]=166 | ?therapy_types[]=166
linopirdine,Linopirdine,https://www.alzforum.org/therapeutics/linopirdine,DuP996,Alzheimer's Disease (Discontinued),,Other,Small Molecule,None,?fda_statuses[]=189&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
liraglutide,Liraglutide,https://www.alzforum.org/therapeutics/liraglutide,"Victoza™, Saxenda™","Alzheimer's Disease (Phase 2), Parkinson's Disease (Phase 2)",Novo Nordisk A/S,Other,Other,"Diabetes, weight loss",?fda_statuses[]=182&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=182&therapy_types[]=167 | ?therapy_types[]=167
lithium,Lithium,https://www.alzforum.org/therapeutics/lithium,"lithium carbonate, lithium aspartate, lithium citrate, lithium orotate","Alzheimer's Disease (Phase 4), Amyotrophic Lateral Sclerosis (Phase 3), Frontotemporal Dementia (Inactive), Mild Cognitive Impairment (Phase 4), Parkinson's Disease (Phase 2)",,"Amyloid-Related, Tau, Metals, Other",Other,Bipolar disorder,?fda_statuses[]=182&target_types[]=170 | ?fda_statuses[]=183&target_types[]=170 | ?fda_statuses[]=851&target_types[]=170 | ?fda_statuses[]=190&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=182&target_types[]=174 | ?fda_statuses[]=183&target_types[]=174 | ?fda_statuses[]=851&target_types[]=174 | ?fda_statuses[]=190&target_types[]=174 | ?target_types[]=174 | ?fda_statuses[]=182&target_types[]=175 | ?fda_statuses[]=183&target_types[]=175 | ?fda_statuses[]=851&target_types[]=175 | ?fda_statuses[]=190&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=182&target_types[]=177 | ?fda_statuses[]=183&target_types[]=177 | ?fda_statuses[]=851&target_types[]=177 | ?fda_statuses[]=190&target_types[]=177 | ?target_types[]=177 | ?fda_statuses[]=182&therapy_types[]=167 | ?fda_statuses[]=183&therapy_types[]=167 | ?fda_statuses[]=851&therapy_types[]=167 | ?fda_statuses[]=190&therapy_types[]=167 | ?therapy_types[]=167
lixisenatide,Lixisenatide,https://www.alzforum.org/therapeutics/lixisenatide,"Adlyxin, Lyxumia",Parkinson's Disease (Phase 2),Sanofi,Other,Other,Type 2 diabetes,?fda_statuses[]=182&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=182&therapy_types[]=167 | ?therapy_types[]=167
lm11a-31-bhs,LM11A-31-BHS,https://www.alzforum.org/therapeutics/lm11a-31-bhs,LM11A-31,Alzheimer's Disease (Phase 2),PharmatrophiX,Other,Small Molecule,,?fda_statuses[]=182&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=182&therapy_types[]=166 | ?therapy_types[]=166
lomecel-b,Lomecel-B,https://www.alzforum.org/therapeutics/lomecel-b,mesenchymal stem cells,Alzheimer's Disease (Phase 2),Longeveron,"Inflammation, Other",Other,,?fda_statuses[]=182&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=182&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=182&therapy_types[]=167 | ?therapy_types[]=167
lornoxicam,Lornoxicam,https://www.alzforum.org/therapeutics/lornoxicam,,"Alzheimer's Disease (Discontinued), Mild Cognitive Impairment (Discontinued)",JSW Lifesciences,Inflammation,Small Molecule,Pain in US,?fda_statuses[]=189&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
losartan,Losartan,https://www.alzforum.org/therapeutics/losartan,"Cozaar®, MK0954",Alzheimer's Disease (Phase 2),Merck,Other,Small Molecule,"Hypertension, diabetic neuropathy",?fda_statuses[]=182&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=182&therapy_types[]=166 | ?therapy_types[]=166
low-dose-interleukin-2,Low Dose Interleukin-2,https://www.alzforum.org/therapeutics/low-dose-interleukin-2,"COYA 301, Aldesleukin, Proleukin, ld IL-2","Alzheimer's Disease (Phase 2), Amyotrophic Lateral Sclerosis (Phase 3)",Coya Therapeutics,Inflammation,Other,,?fda_statuses[]=182&target_types[]=173 | ?fda_statuses[]=183&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=182&therapy_types[]=167 | ?fda_statuses[]=183&therapy_types[]=167 | ?therapy_types[]=167
low-intensity-focused-ultrasound,Low-Intensity Focused Ultrasound,https://www.alzforum.org/therapeutics/low-intensity-focused-ultrasound,"LIFU, transcranial focused ultrasound, tFUS, MR-guided Focused Ultrasound (MRgFUS)","Alzheimer's Disease (Phase 3), Mild Cognitive Impairment (Phase 2), Parkinson's Disease (Phase 2)",,"Other, Unknown",Procedural Intervention,,?fda_statuses[]=182&target_types[]=175 | ?fda_statuses[]=183&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=182&target_types[]=191 | ?fda_statuses[]=183&target_types[]=191 | ?target_types[]=191 | ?fda_statuses[]=182&therapy_types[]=165 | ?fda_statuses[]=183&therapy_types[]=165 | ?therapy_types[]=165
lti-291,LTI-291,https://www.alzforum.org/therapeutics/lti-291,,Parkinson's Disease (Phase 2),Lysosomal Therapeutics Inc.,Other,Small Molecule,,?fda_statuses[]=182&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=182&therapy_types[]=166 | ?therapy_types[]=166
lu-af20513,Lu AF20513,https://www.alzforum.org/therapeutics/lu-af20513,,Alzheimer's Disease (Discontinued),"Lundbeck, Otsuka Pharmaceutical Co., Ltd.",Amyloid-Related,Immunotherapy (active),,?fda_statuses[]=189&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=189&therapy_types[]=161 | ?therapy_types[]=161
lu-af82422,LU AF82422,https://www.alzforum.org/therapeutics/lu-af82422,,"Parkinson's Disease (Phase 1), Multiple System Atrophy (Phase 2)","Genmab A/S, Lundbeck",alpha-synuclein,Immunotherapy (passive),,?fda_statuses[]=181&therapy_types[]=162 | ?fda_statuses[]=182&therapy_types[]=162 | ?therapy_types[]=162
lu-af87908,Lu AF87908,https://www.alzforum.org/therapeutics/lu-af87908,hC10.2,Alzheimer's Disease (Phase 1),Lundbeck,Tau,Immunotherapy (passive),,?fda_statuses[]=181&target_types[]=177 | ?target_types[]=177 | ?fda_statuses[]=181&therapy_types[]=162 | ?therapy_types[]=162
lu-af88434,Lu AF88434,https://www.alzforum.org/therapeutics/lu-af88434,,Mild Cognitive Impairment (Discontinued),Lundbeck,Other,Small Molecule,,?fda_statuses[]=189&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
lu25-109,LU25-109,https://www.alzforum.org/therapeutics/lu25-109,,Alzheimer's Disease (Discontinued),,Cholinergic System,Small Molecule,None,?fda_statuses[]=189&target_types[]=172 | ?target_types[]=172 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
lumateperone,Lumateperone,https://www.alzforum.org/therapeutics/lumateperone,"Caplyta , ITI-007","Alzheimer's Disease (Discontinued), Schizophrenia (Approved), Bipolar Disorder (Approved)","Bristol-Myers Squibb, Intra-Cellular Therapies, Inc.",Other Neurotransmitters,Small Molecule,,?fda_statuses[]=184&target_types[]=176 | ?fda_statuses[]=189&target_types[]=176 | ?target_types[]=176 | ?fda_statuses[]=184&therapy_types[]=166 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
lx1001,LX1001,https://www.alzforum.org/therapeutics/lx1001,"AAVrh.10-APOE2, AAVrh.10hAPOE2",Alzheimer's Disease (Phase 1/2),Lexeo Therapeutics,Amyloid-Related,DNA/RNA-based,,?fda_statuses[]=33251&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=33251&therapy_types[]=164 | ?therapy_types[]=164
ly2599666,LY2599666,https://www.alzforum.org/therapeutics/ly2599666,,Alzheimer's Disease (Discontinued),Eli Lilly & Co.,Amyloid-Related,Immunotherapy (passive),,?fda_statuses[]=189&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=189&therapy_types[]=162 | ?therapy_types[]=162
ly2886721,LY2886721,https://www.alzforum.org/therapeutics/ly2886721,BACE inhibitor,"Alzheimer's Disease (Discontinued), Mild Cognitive Impairment (Discontinued)",Eli Lilly & Co.,Amyloid-Related,Small Molecule,,?fda_statuses[]=189&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
ly3202626,LY3202626,https://www.alzforum.org/therapeutics/ly3202626,BACE Inhibitor,Alzheimer's Disease (Discontinued),Eli Lilly & Co.,Amyloid-Related,Small Molecule,,?fda_statuses[]=189&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
ly3884961,LY3884961,https://www.alzforum.org/therapeutics/ly3884961,"PR001, PR001A",Parkinson's Disease (Phase 1/2),"Eli Lilly & Co., Prevail Therapeutics",Other,DNA/RNA-based,,?fda_statuses[]=33251&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=33251&therapy_types[]=164 | ?therapy_types[]=164
ly3884963,LY3884963,https://www.alzforum.org/therapeutics/ly3884963,PR006,Frontotemporal Dementia (Phase 1/2),"Eli Lilly & Co., Prevail Therapeutics",Other,DNA/RNA-based,,?fda_statuses[]=33251&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=33251&therapy_types[]=164 | ?therapy_types[]=164
ly3954068,LY3954068,https://www.alzforum.org/therapeutics/ly3954068,,Alzheimer's Disease (Phase 1),Eli Lilly & Co.,Tau,DNA/RNA-based,,?fda_statuses[]=181&target_types[]=177 | ?target_types[]=177 | ?fda_statuses[]=181&therapy_types[]=164 | ?therapy_types[]=164
ly3962681,LY3962681,https://www.alzforum.org/therapeutics/ly3962681,,Parkinson's Disease (Phase 1),"Eli Lilly & Co., Prevail Therapeutics",alpha-synuclein,DNA/RNA-based,,?fda_statuses[]=181&therapy_types[]=164 | ?therapy_types[]=164
masitinib,Masitinib,https://www.alzforum.org/therapeutics/masitinib,"Masivet, Kinavet, AB1010, Masitinib mesylate","Alzheimer's Disease (Phase 3), Amyotrophic Lateral Sclerosis (Phase 3)",AB Science,Other,Small Molecule,,?fda_statuses[]=183&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=183&therapy_types[]=166 | ?therapy_types[]=166
masupirdine,Masupirdine,https://www.alzforum.org/therapeutics/masupirdine,SUVN-502,Alzheimer's Disease (Phase 3),Suven Life Sciences Ltd,Other Neurotransmitters,Small Molecule,,?fda_statuses[]=183&target_types[]=176 | ?target_types[]=176 | ?fda_statuses[]=183&therapy_types[]=166 | ?therapy_types[]=166
medi1814,MEDI1814,https://www.alzforum.org/therapeutics/medi1814,,Alzheimer's Disease (Discontinued),"AstraZeneca, Eli Lilly & Co.",Amyloid-Related,Immunotherapy (passive),,?fda_statuses[]=189&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=189&therapy_types[]=162 | ?therapy_types[]=162
melatonin,Melatonin,https://www.alzforum.org/therapeutics/melatonin,,Alzheimer's Disease (Phase 2),,Other,"Supplement, Dietary",None,?fda_statuses[]=182&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=182&therapy_types[]=163 | ?therapy_types[]=163
mem-1003,MEM 1003,https://www.alzforum.org/therapeutics/mem-1003,BAY Z 4406,"Alzheimer's Disease (Discontinued), Mild Cognitive Impairment (Discontinued), Vascular Dementia (Discontinued), Bipolar Disorder (Discontinued)",Memory Pharmaceuticals Corporation,Other,Small Molecule,None,?fda_statuses[]=189&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
memantine,Memantine,https://www.alzforum.org/therapeutics/memantine,"Ebixa™, Namenda™ , Axura®, Akatinol®, Memary®",Alzheimer's Disease (Approved),"Forest Laboratories, Inc., Lundbeck, Merz Pharma",Other Neurotransmitters,Small Molecule,Alzheimer's Disease,?fda_statuses[]=184&target_types[]=176 | ?target_types[]=176 | ?fda_statuses[]=184&therapy_types[]=166 | ?therapy_types[]=166
memorem-transcranial-electromagnetic-treatment,MemorEM Transcranial Electromagnetic Treatment,https://www.alzforum.org/therapeutics/memorem-transcranial-electromagnetic-treatment,TEMT,Alzheimer's Disease (Phase 1),"NeuroEM Therapeutics, Inc.","Amyloid-Related, Other",Procedural Intervention,,?fda_statuses[]=181&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=181&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=181&therapy_types[]=165 | ?therapy_types[]=165
metformin,Metformin,https://www.alzforum.org/therapeutics/metformin,"Glucophage, Glucophage XR",Alzheimer's Disease (Phase 2/3),,Other,Small Molecule,Type 2 Diabetes,?fda_statuses[]=931&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=931&therapy_types[]=166 | ?therapy_types[]=166
methylphenidate,Methylphenidate,https://www.alzforum.org/therapeutics/methylphenidate,"Ritalin, Concerta",Alzheimer's Disease (Phase 4),,Other Neurotransmitters,Small Molecule,"Attention-deficit hyperactivity disorder (ADHD), narcolepsy",?fda_statuses[]=851&target_types[]=176 | ?target_types[]=176 | ?fda_statuses[]=851&therapy_types[]=166 | ?therapy_types[]=166
metrifonate,Metrifonate,https://www.alzforum.org/therapeutics/metrifonate,trichlorfon,Alzheimer's Disease (Discontinued),,Cholinergic System,Small Molecule,None,?fda_statuses[]=189&target_types[]=172 | ?target_types[]=172 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
mevidalen,Mevidalen,https://www.alzforum.org/therapeutics/mevidalen,"LY3154207, Mevidalen hydroxybenzoate","Parkinson's Disease Dementia (Phase 2), Dementia with Lewy Bodies (Phase 2)",Eli Lilly & Co.,Other Neurotransmitters,Small Molecule,,?fda_statuses[]=182&target_types[]=176 | ?target_types[]=176 | ?fda_statuses[]=182&therapy_types[]=166 | ?therapy_types[]=166
milameline,Milameline,https://www.alzforum.org/therapeutics/milameline,CI 979,Alzheimer's Disease (Discontinued),"Aventis Pharmaceuticals, Inc. (was Hoechst)",Cholinergic System,Small Molecule,None,?fda_statuses[]=189&target_types[]=172 | ?target_types[]=172 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
minocycline,Minocycline,https://www.alzforum.org/therapeutics/minocycline,"Solodyn, Arestin, Minocin, Dynacin",Alzheimer's Disease (Discontinued),,Other,Small Molecule,,?fda_statuses[]=189&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
minzasolmin,Minzasolmin,https://www.alzforum.org/therapeutics/minzasolmin,"UCB0599, NPT200-11",Parkinson's Disease (Discontinued),"Neuropore Therapies, Inc., Novartis Pharmaceuticals Corporation, UCB S.A.",alpha-synuclein,Small Molecule,,?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
mirtazapine,Mirtazapine,https://www.alzforum.org/therapeutics/mirtazapine,"Remeron, esmirtazapine, Org 50081",Alzheimer's Disease (Phase 3),,Other Neurotransmitters,Small Molecule,,?fda_statuses[]=183&target_types[]=176 | ?target_types[]=176 | ?fda_statuses[]=183&therapy_types[]=166 | ?therapy_types[]=166
mivelsiran,Mivelsiran,https://www.alzforum.org/therapeutics/mivelsiran,ALN-APP,"Alzheimer's Disease (Phase 1), Cerebral Amyloid Angiopathy (Phase 2)","Alnylam Pharmaceuticals, Inc.",Amyloid-Related,DNA/RNA-based,,?fda_statuses[]=181&target_types[]=170 | ?fda_statuses[]=182&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=181&therapy_types[]=164 | ?fda_statuses[]=182&therapy_types[]=164 | ?therapy_types[]=164
mk-1167,MK-1167,https://www.alzforum.org/therapeutics/mk-1167,,Alzheimer's Disease (Phase 2),"Merck, Neuphoria Therapeutics",Cholinergic System,Small Molecule,,?fda_statuses[]=182&target_types[]=172 | ?target_types[]=172 | ?fda_statuses[]=182&therapy_types[]=166 | ?therapy_types[]=166
mk-1942,MK-1942,https://www.alzforum.org/therapeutics/mk-1942,,Alzheimer's Disease (Discontinued),Merck,Unknown,Small Molecule,,?fda_statuses[]=189&target_types[]=191 | ?target_types[]=191 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
mk-2214,MK-2214,https://www.alzforum.org/therapeutics/mk-2214,,Alzheimer's Disease (Phase 2),Merck,Tau,Immunotherapy (passive),,?fda_statuses[]=182&target_types[]=177 | ?target_types[]=177 | ?fda_statuses[]=182&therapy_types[]=162 | ?therapy_types[]=162
mk-7622,MK-7622,https://www.alzforum.org/therapeutics/mk-7622,,Alzheimer's Disease (Discontinued),Merck,Unknown,Small Molecule,,?fda_statuses[]=189&target_types[]=191 | ?target_types[]=191 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
mk-8189,MK-8189,https://www.alzforum.org/therapeutics/mk-8189,,Alzheimer's Disease (Phase 1),Merck,Other Neurotransmitters,Small Molecule,,?fda_statuses[]=181&target_types[]=176 | ?target_types[]=176 | ?fda_statuses[]=181&therapy_types[]=166 | ?therapy_types[]=166
mkc-231,MKC-231,https://www.alzforum.org/therapeutics/mkc-231,,Alzheimer's Disease (Inactive),Mitsubishi Tanabe Pharma,Unknown,Small Molecule,None,?fda_statuses[]=190&target_types[]=191 | ?target_types[]=191 | ?fda_statuses[]=190&therapy_types[]=166 | ?therapy_types[]=166
montelukast,Montelukast,https://www.alzforum.org/therapeutics/montelukast,"Singulair, MK0476","Alzheimer's Disease (Phase 2), Parkinson's Disease (Phase 2)",Intelgenx,Inflammation,Small Molecule,Asthma,?fda_statuses[]=182&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=182&therapy_types[]=166 | ?therapy_types[]=166
msdc-0160,MSDC-0160,https://www.alzforum.org/therapeutics/msdc-0160,Mitoglitazone,Alzheimer's Disease (Phase 2),Metabolic Solutions Development Company,Other,Small Molecule,,?fda_statuses[]=182&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=182&therapy_types[]=166 | ?therapy_types[]=166
multivitamin-mineral-supplement,Multivitamin-mineral Supplement,https://www.alzforum.org/therapeutics/multivitamin-mineral-supplement,Centrum Silver,Mild Cognitive Impairment (Not Regulated),Pfizer,Other,"Supplement, Dietary",,?fda_statuses[]=33161&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=33161&therapy_types[]=163 | ?therapy_types[]=163
mw150-0,MW150,https://www.alzforum.org/therapeutics/mw150-0,MW01-18-150SRM,Alzheimer's Disease (Phase 2),Neurokine Therapeutics,"Inflammation, Other",Small Molecule,,?fda_statuses[]=182&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=182&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=182&therapy_types[]=166 | ?therapy_types[]=166
mw151,MW151,https://www.alzforum.org/therapeutics/mw151,"MW01-2-151SRM, Minozac, MW01-2-151WH, compound 17",Alzheimer's Disease (Phase 1),"ImmunoChem Therapeutics, LLC",Inflammation,Small Molecule,,?fda_statuses[]=181&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=181&therapy_types[]=166 | ?therapy_types[]=166
na-831,NA-831,https://www.alzforum.org/therapeutics/na-831,Traneurocin,Alzheimer's Disease (Phase 2),"Biomed Industries, NeuroActiva™ Inc.",Cholinergic System,Small Molecule,,?fda_statuses[]=182&target_types[]=172 | ?target_types[]=172 | ?fda_statuses[]=182&therapy_types[]=166 | ?therapy_types[]=166
nabilone,Nabilone,https://www.alzforum.org/therapeutics/nabilone,Cesamet,"Alzheimer's Disease (Phase 3), Parkinson's Disease (Phase 2)",Bausch Health Companies Inc.,Other Neurotransmitters,Small Molecule,Nausea associated with cancer chemotherapy (US and other countries); pain spasticity in multiple sclerosis (Canada and other countries).,?fda_statuses[]=182&target_types[]=176 | ?fda_statuses[]=183&target_types[]=176 | ?target_types[]=176 | ?fda_statuses[]=182&therapy_types[]=166 | ?fda_statuses[]=183&therapy_types[]=166 | ?therapy_types[]=166
naproxen,Naproxen,https://www.alzforum.org/therapeutics/naproxen,"Aleve™, Anaprox™, Naprosyn™",Alzheimer's Disease (Discontinued),Procter & Gamble,Inflammation,Small Molecule,"Over-the-counter drug for reduction of pain, fever, inflammation, and stiffness.",?fda_statuses[]=189&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
nasal-insulin,Nasal Insulin,https://www.alzforum.org/therapeutics/nasal-insulin,"Detemir, Levemir, Humulin, Novolin, glulisine","Alzheimer's Disease (Phase 2/3), Mild Cognitive Impairment (Phase 2), Parkinson's Disease (Phase 2), Multiple System Atrophy (Phase 2)",,"Amyloid-Related, Other","Small Molecule, Other",Diabetes,?fda_statuses[]=182&target_types[]=170 | ?fda_statuses[]=931&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=182&target_types[]=175 | ?fda_statuses[]=931&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=182&therapy_types[]=167 | ?fda_statuses[]=931&therapy_types[]=167 | ?therapy_types[]=167 | ?fda_statuses[]=182&therapy_types[]=166 | ?fda_statuses[]=931&therapy_types[]=166 | ?therapy_types[]=166
nb-4746,NB-4746,https://www.alzforum.org/therapeutics/nb-4746,,Amyotrophic Lateral Sclerosis (Phase 1),Nura Bio™ Inc.,Other,Small Molecule,,?fda_statuses[]=181&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=181&therapy_types[]=166 | ?therapy_types[]=166
nefiracetam,Nefiracetam,https://www.alzforum.org/therapeutics/nefiracetam,,Alzheimer's Disease (Discontinued),Daiichi Sankyo Pharmaceuticals,Cholinergic System,Small Molecule,None,?fda_statuses[]=189&target_types[]=172 | ?target_types[]=172 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
neflamapimod,Neflamapimod,https://www.alzforum.org/therapeutics/neflamapimod,VX-745,"Alzheimer's Disease (Phase 2), Dementia with Lewy Bodies (Phase 2), Huntington's Disease (Discontinued)","CervoMed, Inc.",Inflammation,Small Molecule,,?fda_statuses[]=182&target_types[]=173 | ?fda_statuses[]=189&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=182&therapy_types[]=166 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
nelonicline,Nelonicline,https://www.alzforum.org/therapeutics/nelonicline,ABT-126,"Alzheimer's Disease (Discontinued), Schizophrenia (Inactive)",AbbVie,Cholinergic System,Small Molecule,,?fda_statuses[]=190&target_types[]=172 | ?fda_statuses[]=189&target_types[]=172 | ?target_types[]=172 | ?fda_statuses[]=190&therapy_types[]=166 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
nelotanserin,Nelotanserin,https://www.alzforum.org/therapeutics/nelotanserin,APD-125,Dementia with Lewy Bodies (Discontinued),Axovant Sciences Ltd.,Other Neurotransmitters,Small Molecule,,?fda_statuses[]=189&target_types[]=176 | ?target_types[]=176 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
