biomarker_page_id,page_name,source_url,section,comparison,biomarker_key,analyte_label,analyte_core,fluid,analyte_class,version,n_raw,effect_size_raw,p_value_raw,n,effect_size,p_value,meta_text,meta_urls
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FFI vs AD,ffi_vs_ad_tau_total_csf,FFI vs AD: tau-total (CSF),FFI vs AD: tau-total,CSF,tau,3.0,2,1.009,0.934,2.0,1.009,0.934,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/fatal-familial-insomnia-vs-alzheimers-disease-tau-total-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,abeta38_csf,Aβ38 (CSF),Aβ38,CSF,amyloid,3.0,8,0.784,0.002,8.0,0.784,0.002,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/frontotemporal-dementia-vs-alzheimers-disease-av38-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,abeta40_csf,Aβ40 (CSF),Aβ40,CSF,amyloid,3.0,14,0.971,0.438,14.0,0.971,0.438,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/frontotemporal-dementia-vs-alzheimers-disease-av40-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,abeta40_plasma_serum,Aβ40 (Plasma/Serum),Aβ40,Plasma/Serum,amyloid,3.0,2,1.017,0.826,2.0,1.017,0.826,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/frontotemporal-dementia-vs-alzheimers-disease-av40-plasma-and-serum
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,abeta42_csf,Aβ42 (CSF),Aβ42,CSF,amyloid,3.0,56,1.657,<0.0001,56.0,1.657,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/frontotemporal-dementia-vs-alzheimers-disease-av42-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,abeta42_plasma_serum,Aβ42 (Plasma/Serum),Aβ42,Plasma/Serum,amyloid,3.0,2,1.163,0.005,2.0,1.163,0.005,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/frontotemporal-dementia-vs-alzheimers-disease-av42-plasma-and-serum
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,gfap_csf,GFAP (CSF),GFAP,CSF,inflammation,3.0,3,1.127,0.504,3.0,1.127,0.504,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/frontotemporal-dementia-vs-alzheimers-disease-gfap-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,gfap_plasma_serum,GFAP (Plasma/Serum),GFAP,Plasma/Serum,inflammation,3.0,4,0.813,0.124,4.0,0.813,0.124,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/frontotemporal-dementia-vs-alzheimers-disease-gfap-plasma-and-serum
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,mcp_1_csf,MCP-1 (CSF),MCP-1,CSF,inflammation,3.0,3,0.929,0.121,3.0,0.929,0.121,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/frontotemporal-dementia-vs-alzheimers-disease-mcp-1-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,nfl_csf,NFL (CSF),NFL,CSF,neurodegeneration,3.0,21,1.848,<0.0001,21.0,1.848,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/frontotemporal-dementia-vs-alzheimers-disease-nfl-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,nfl_plasma_serum,NFL (Plasma/Serum),NFL,Plasma/Serum,neurodegeneration,3.0,10,1.167,0.095,10.0,1.167,0.095,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/frontotemporal-dementia-vs-alzheimers-disease-nfl-plasma-and-serum
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,ykl_40_csf,YKL-40 (CSF),YKL-40,CSF,inflammation,3.0,19,1,0.992,19.0,1.0,0.992,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/frontotemporal-dementia-vs-alzheimers-disease-ykl-40-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,albumin_ratio,albumin ratio,albumin ratio,,other,3.0,8,1.044,0.603,8.0,1.044,0.603,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/frontotemporal-dementia-vs-alzheimers-disease-albumin-ratio-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,neurogranin_csf,neurogranin (CSF),neurogranin,CSF,other,3.0,7,0.508,<0.0001,7.0,0.508,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/frontotemporal-dementia-vs-alzheimers-disease-neurogranin-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,sapp_csf,sAPPα (CSF),sAPPα,CSF,other,3.0,5,0.862,0.050,5.0,0.862,0.05,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/frontotemporal-dementia-vs-alzheimers-disease-sappa-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,sappbeta_csf,sAPPβ (CSF),sAPPβ,CSF,other,3.0,11,0.712,<0.0001,11.0,0.712,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/frontotemporal-dementia-vs-alzheimers-disease-sappv-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,strem2_csf,sTREM2 (CSF),sTREM2,CSF,inflammation,3.0,2,0.923,0.648,2.0,0.923,0.648,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/frontotemporal-dementia-vs-alzheimers-disease-strem2-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,tau_p181_csf,tau-p181 (CSF),tau-p181,CSF,tau,3.0,50,0.519,<0.0001,50.0,0.519,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/frontotemporal-dementia-vs-alzheimers-disease-tau-p181-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,tau_p181_plasma_serum,tau-p181 (Plasma/Serum),tau-p181,Plasma/Serum,tau,3.0,8,0.326,<0.0001,8.0,0.326,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/frontotemporal-dementia-vs-alzheimers-disease-tau-p181-plasma-and-serum
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,tau_total_csf,tau-total (CSF),tau-total,CSF,tau,3.0,70,0.524,<0.0001,70.0,0.524,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/frontotemporal-dementia-vs-alzheimers-disease-tau-total-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,tau_total_plasma_serum,tau-total (Plasma/Serum),tau-total,Plasma/Serum,tau,3.0,6,0.874,0.011,6.0,0.874,0.011,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/frontotemporal-dementia-vs-alzheimers-disease-tau-total-plasma-and-serum
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,synuclein_csf,α-synuclein (CSF),α-synuclein,CSF,other,3.0,4,0.864,0.466,4.0,0.864,0.466,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/frontotemporal-dementia-vs-alzheimers-disease-synuclein-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,msa_vs_ad,MSA vs AD,MSA vs AD,,other,3.0,,,,,,,,
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,abeta40_csf,Aβ40 (CSF),Aβ40,CSF,amyloid,3.0,2,0.719,<0.0001,2.0,0.719,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/multiple-system-atrophy-vs-alzheimers-disease-av40-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,abeta42_csf,Aβ42 (CSF),Aβ42,CSF,amyloid,3.0,8,1.548,<0.0001,8.0,1.548,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/multiple-system-atrophy-vs-alzheimers-disease-av42-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,mcp_1_csf,MCP-1 (CSF),MCP-1,CSF,inflammation,3.0,2,0.96,0.771,2.0,0.96,0.771,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/multiple-system-atrophy-vs-alzheimers-disease-mcp-1-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,nfl_csf,NFL (CSF),NFL,CSF,neurodegeneration,3.0,3,1.801,0.0004,3.0,1.801,0.0004,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/multiple-system-atrophy-vs-alzheimers-disease-nfl-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,neurogranin_csf,neurogranin (CSF),neurogranin,CSF,other,3.0,2,0.396,<0.0001,2.0,0.396,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/multiple-system-atrophy-vs-alzheimers-disease-neurogranin-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,sapp_csf,sAPPα (CSF),sAPPα,CSF,other,3.0,2,0.707,<0.0001,2.0,0.707,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/multiple-system-atrophy-vs-alzheimers-disease-sappa-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,sappbeta_csf,sAPPβ (CSF),sAPPβ,CSF,other,3.0,2,0.735,<0.0001,2.0,0.735,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/multiple-system-atrophy-vs-alzheimers-disease-sappv-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,tau_p181_csf,tau-p181 (CSF),tau-p181,CSF,tau,3.0,7,0.423,<0.0001,7.0,0.423,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/multiple-system-atrophy-vs-alzheimers-disease-tau-p181-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,tau_total_csf,tau-total (CSF),tau-total,CSF,tau,3.0,10,0.388,<0.0001,10.0,0.388,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/multiple-system-atrophy-vs-alzheimers-disease-tau-total-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,synuclein_csf,α-synuclein (CSF),α-synuclein,CSF,other,3.0,5,0.594,<0.0001,5.0,0.594,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/multiple-system-atrophy-vs-alzheimers-disease-synuclein-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,nph_vs_ad,NPH vs AD,NPH vs AD,,other,3.0,,,,,,,,
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,abeta38_csf,Aβ38 (CSF),Aβ38,CSF,amyloid,3.0,2,0.557,<0.0001,2.0,0.557,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/normal-pressure-hydrocephalus-vs-alzheimers-disease-av38-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,abeta40_csf,Aβ40 (CSF),Aβ40,CSF,amyloid,3.0,4,0.8,0.239,4.0,0.8,0.239,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/normal-pressure-hydrocephalus-vs-alzheimers-disease-av40-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,abeta42_csf,Aβ42 (CSF),Aβ42,CSF,amyloid,3.0,11,1.37,<0.0001,11.0,1.37,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/normal-pressure-hydrocephalus-vs-alzheimers-disease-av42-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,sapp_csf,sAPPα (CSF),sAPPα,CSF,other,3.0,3,0.439,<0.0001,3.0,0.439,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/normal-pressure-hydrocephalus-vs-alzheimers-disease-sappa-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,sappbeta_csf,sAPPβ (CSF),sAPPβ,CSF,other,3.0,3,0.518,<0.0001,3.0,0.518,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/normal-pressure-hydrocephalus-vs-alzheimers-disease-sappv-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,tau_p181_csf,tau-p181 (CSF),tau-p181,CSF,tau,3.0,8,0.352,<0.0001,8.0,0.352,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/normal-pressure-hydrocephalus-vs-alzheimers-disease-tau-p181-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,tau_total_csf,tau-total (CSF),tau-total,CSF,tau,3.0,11,0.352,<0.0001,11.0,0.352,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/normal-pressure-hydrocephalus-vs-alzheimers-disease-tau-total-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,pca_vs_ad,PCA vs AD,PCA vs AD,,other,3.0,,,,,,,,
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,abeta42_csf,Aβ42 (CSF),Aβ42,CSF,amyloid,3.0,2,0.926,0.642,2.0,0.926,0.642,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/posterior-cortical-atrophy-vs-alzheimers-disease-av42-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,tau_p181_csf,tau-p181 (CSF),tau-p181,CSF,tau,3.0,2,0.729,0.157,2.0,0.729,0.157,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/posterior-cortical-atrophy-vs-alzheimers-disease-tau-p181-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,tau_total_csf,tau-total (CSF),tau-total,CSF,tau,3.0,2,0.615,0.213,2.0,0.615,0.213,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/posterior-cortical-atrophy-vs-alzheimers-disease-tau-total-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,pd_vs_ad,PD vs AD,PD vs AD,,other,3.0,,,,,,,,
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,abeta38_csf,Aβ38 (CSF),Aβ38,CSF,amyloid,3.0,3,0.874,0.133,3.0,0.874,0.133,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/parkinsons-disease-vs-alzheimers-disease-av38-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,abeta40_csf,Aβ40 (CSF),Aβ40,CSF,amyloid,3.0,6,0.889,0.023,6.0,0.889,0.023,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/parkinsons-disease-vs-alzheimers-disease-av40-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,abeta40_plasma_serum,Aβ40 (Plasma/Serum),Aβ40,Plasma/Serum,amyloid,3.0,2,0.962,0.437,2.0,0.962,0.437,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/parkinsons-disease-vs-alzheimers-disease-av40-plasma-and-serum
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,abeta42_csf,Aβ42 (CSF),Aβ42,CSF,amyloid,3.0,25,1.677,<0.0001,25.0,1.677,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/parkinsons-disease-vs-alzheimers-disease-av42-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,abeta42_plasma_serum,Aβ42 (Plasma/Serum),Aβ42,Plasma/Serum,amyloid,3.0,2,1.027,0.776,2.0,1.027,0.776,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/parkinsons-disease-vs-alzheimers-disease-av42-plasma-and-serum
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,mcp_1_csf,MCP-1 (CSF),MCP-1,CSF,inflammation,3.0,4,0.923,0.012,4.0,0.923,0.012,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/parkinsons-disease-vs-alzheimers-disease-mcp-1-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,nfl_csf,NFL (CSF),NFL,CSF,neurodegeneration,3.0,5,0.612,0.003,5.0,0.612,0.003,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/parkinsons-disease-vs-alzheimers-disease-nfl-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,nfl_plasma_serum,NFL (Plasma/Serum),NFL,Plasma/Serum,neurodegeneration,3.0,3,0.558,<0.0001,3.0,0.558,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/parkinsons-disease-vs-alzheimers-disease-nfl-plasma-and-serum
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,ykl_40_csf,YKL-40 (CSF),YKL-40,CSF,inflammation,3.0,2,0.863,0.009,2.0,0.863,0.009,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/parkinsons-disease-vs-alzheimers-disease-ykl-40-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,albumin_ratio,albumin ratio,albumin ratio,,other,3.0,3,1.189,0.004,3.0,1.189,0.004,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/parkinsons-disease-vs-alzheimers-disease-albumin-ratio-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,hfabp_plasma_serum,hFABP (Plasma/Serum),hFABP,Plasma/Serum,other,3.0,3,1.088,0.614,3.0,1.088,0.614,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/parkinsons-disease-vs-alzheimers-disease-hfabp-plasma-and-serum
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,neurogranin_csf,neurogranin (CSF),neurogranin,CSF,other,3.0,4,0.540,<0.0001,4.0,0.54,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/parkinsons-disease-vs-alzheimers-disease-neurogranin-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,sapp_csf,sAPPα (CSF),sAPPα,CSF,other,3.0,2,0.919,0.460,2.0,0.919,0.46,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/parkinsons-disease-vs-alzheimers-disease-sappa-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,sappbeta_csf,sAPPβ (CSF),sAPPβ,CSF,other,3.0,2,0.921,0.415,2.0,0.921,0.415,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/parkinsons-disease-vs-alzheimers-disease-sappv-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,strem2_csf,sTREM2 (CSF),sTREM2,CSF,inflammation,3.0,2,0.741,0.246,2.0,0.741,0.246,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/parkinsons-disease-vs-alzheimers-disease-strem2-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,tau_p181_csf,tau-p181 (CSF),tau-p181,CSF,tau,3.0,23,0.456,<0.0001,23.0,0.456,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/parkinsons-disease-vs-alzheimers-disease-tau-p181-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,tau_p181_plasma_serum,tau-p181 (Plasma/Serum),tau-p181,Plasma/Serum,tau,3.0,3,0.574,<0.0001,3.0,0.574,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/parkinsons-disease-vs-alzheimers-disease-tau-p181-plasma-and-serum
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,tau_total_csf,tau-total (CSF),tau-total,CSF,tau,3.0,31,0.351,<0.0001,31.0,0.351,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/parkinsons-disease-vs-alzheimers-disease-tau-total-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,tau_total_plasma_serum,tau-total (Plasma/Serum),tau-total,Plasma/Serum,tau,3.0,2,0.572,0.003,2.0,0.572,0.003,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/parkinsons-disease-vs-alzheimers-disease-tau-total-plasma-and-serum
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,synuclein_csf,α-synuclein (CSF),α-synuclein,CSF,other,3.0,13,0.758,<0.0001,13.0,0.758,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/parkinsons-disease-vs-alzheimers-disease-synuclein-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,pdd_vs_ad,PDD vs AD,PDD vs AD,,other,3.0,,,,,,,,
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,abeta40_csf,Aβ40 (CSF),Aβ40,CSF,amyloid,3.0,2,0.206,0.267,2.0,0.206,0.267,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/parkinsons-disease-dementia-vs-alzheimers-disease-av40-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,abeta42_csf,Aβ42 (CSF),Aβ42,CSF,amyloid,3.0,9,1.372,<0.0001,9.0,1.372,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/parkinsons-disease-dementia-vs-alzheimers-disease-av42-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,nfl_csf,NFL (CSF),NFL,CSF,neurodegeneration,3.0,2,0.835,0.462,2.0,0.835,0.462,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/parkinsons-disease-dementia-vs-alzheimers-disease-nfl-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,hfabp_csf,hFABP (CSF),hFABP,CSF,other,3.0,2,0.814,0.093,2.0,0.814,0.093,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/parkinsons-disease-dementia-vs-alzheimers-disease-hfabp-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,neurogranin,neurogranin,neurogranin,,other,3.0,2,0.574,<0.0001,2.0,0.574,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/parkinsons-disease-dementia-vs-alzheimers-disease-neurogranin-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,tau_p181_csf,tau-p181 (CSF),tau-p181,CSF,tau,3.0,6,0.527,<0.0001,6.0,0.527,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/parkinsons-disease-dementia-vs-alzheimers-disease-tau-p181-csf
