therapeutic_id,name,url,synonyms,fda_statuses,companies,target_types,therapy_types,approved_for,source_search_ids,page_title,detail_name,detail_synonyms,detail_therapy_type,detail_target_type,detail_conditions,detail_fda_status,detail_company,detail_approved_for,mechanism_summary,mechanism_raw,overview_raw,status_overall,trial_phase_max,has_phase3,trial_count_timeline,last_updated,detail_url
abt-418,ABT 418,https://www.alzforum.org/therapeutics/abt-418,,Alzheimer's Disease (Discontinued),,Cholinergic System,Small Molecule,,?fda_statuses[]=189&target_types[]=172 | ?target_types[]=172 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166,Therapeutics,ABT 418,,Small Molecule,Cholinergic System,Alzheimer's Disease,Alzheimer's Disease (Discontinued),,None,"Acute administration of nicotine to AD patients improved accuracy of delayed recall, as well as deficits in attention and information processing ( Sahakian et al. 1989 ; Wesnes and Warburton, 1984 ; Jones et al, 1992 ).","Background Acute administration of nicotine to AD patients improved accuracy of delayed recall, as well as deficits in attention and information processing ( Sahakian et al. 1989 ; Wesnes and Warburton, 1984 ; Jones et al, 1992 ). However, nictoine has significant side effects including tachycardia, elevated blood pressure, and gastrointestinal distress. Agonists with better selectivity for nAChR subtypes that mediate the beneficial effects could be useful. ABT-418 is a novel bioisostere of (-)-nicotine. Like nicotine, it is an agonist for nicotinic acetylcholine receptors (nAChRs), ionotropic receptors composed of five subunits arranged around a central pore. It is unclear which nicotinic receptor subtypes are preferentially activated by ABT-418.","Overview Name: ABT 418 Chemical Name: 3-methyl-5-[(2S)-1-methylpyrrolidin-2-yl]-1,2-oxazole Therapy Type: Small Molecule (timeline) Target Type: Cholinergic System (timeline) Condition(s): Alzheimer's Disease U.S. FDA Status: Alzheimer's Disease (Discontinued) Approved for: None",discontinued,,False,,12 Dec 2013,https://www.alzforum.org/therapeutics/abt-418
abt-957,ABT-957,https://www.alzforum.org/therapeutics/abt-957,Alicapistat,Alzheimer's Disease (Discontinued),AbbVie,Other,Small Molecule,,?fda_statuses[]=189&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166,Therapeutics,ABT-957,Alicapistat,Small Molecule,Other,Alzheimer's Disease,Alzheimer's Disease (Discontinued),AbbVie,,"This compound is an inhibitor of the calcium-dependent cysteine protease calpain. This enzyme has long been known to be highly active in Alzheimer’s disease brain ( Saito et al., 1993 ), but its different isoforms, numerous substrates, and pleiotropic effects made drug discovery difficult.","Background This compound is an inhibitor of the calcium-dependent cysteine protease calpain. This enzyme has long been known to be highly active in Alzheimer’s disease brain ( Saito et al., 1993 ), but its different isoforms, numerous substrates, and pleiotropic effects made drug discovery difficult. Calpain became an active therapeutic target as more specific inhibitors have become available. The structure, synthesis, and selectivity of ABT-957 has been published ( Jantos et al., 2019 ). Calpain is thought to play a role in several of the pathophysiological processes underlying neurodegeneration. For example, calpain functions in NMDR signaling cascades that lead to neuronal excitotoxicity. It has also been reported to mediate Aβ-induced synaptic dysfunction by cleaving the synaptic vesicle protein dynamin 1 (e.g., Wu et al., 2004 ; Kelly et al., 2005 ). Calpain cleaves p35 to release p25, an activating protein for the tau kinase cyclin-dependent kinase 5, and excess calpain activation has been linked to hyperphosphorylation of tau and its subsequent aggregation into neurofibrillary tangles. In a tauopathy mouse model, genetic calpain reduction prevented neurodegeneration (see Noble et al., 2003 ; Rao et al., 2014 ). Preclinical studies with small-molecule calpain inhibitors have shown improvement of behavioral deficits in models of excitotoxicity of the nucleus basalis of Meynert, a brain area involved in AD. This effect was attributed to the inhibitor’s ability to stanch cholinergic neurodegeneration. In hippocampal slice culture, calpain inhibition reportedly prevented both excitotoxic neuronal death and deficits in neurotransmission brought on by Aβ oligomers. In rats, calpain inhibition dose-dependently protected neurons against degeneration caused by Aβ oligomers, and it prevented gliosis ( Nimmrich et al., 2008 ; Nimmrich et al., 2010 ; Granic et al., 2010 ).","Overview Name: ABT-957 Synonyms: Alicapistat Chemical Name: (2R)-1-benzyl-N-[4-(cyclopropylamino)-3,4-dioxo-1-phenylbutan-2-yl]-5-oxopyrrolidine-2-carboxamide Therapy Type: Small Molecule (timeline) Target Type: Other (timeline) Condition(s): Alzheimer's Disease U.S. FDA Status: Alzheimer's Disease (Discontinued) Company: AbbVie",discontinued,,False,,04 Nov 2022,https://www.alzforum.org/therapeutics/abt-957
abvac40,ABvac40,https://www.alzforum.org/therapeutics/abvac40,,Alzheimer's Disease (Phase 2),Araclon Biotech,Amyloid-Related,Immunotherapy (active),,?fda_statuses[]=182&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=182&therapy_types[]=161 | ?therapy_types[]=161,Therapeutics,ABvac40,,Immunotherapy (active),Amyloid-Related,Alzheimer's Disease,Alzheimer's Disease (Phase 2),Araclon Biotech,,ABvac40 is an investigational vaccine targeting the C terminus of Aβ40. This construct comprises multiple repeats of a synthetic peptide corresponding to amino acids 33-40 of Aβ40.,"Background ABvac40 is an investigational vaccine targeting the C terminus of Aβ40. This construct comprises multiple repeats of a synthetic peptide corresponding to amino acids 33-40 of Aβ40. To generate an immune response, the repeats are conjugated to the keyhole limpet cyanine (KHL) carrier protein and formulated with the adjuvant aluminum hydroxide. Preclinical studies have been presented at CTAD and other scientific conferences, though none are published in peer-reviewed journals. Araclon Biotech is a company based in Zaragoza, Spain, and owned by Grifols.",Overview Name: ABvac40 Therapy Type: Immunotherapy (active) (timeline) Target Type: Amyloid-Related (timeline) Condition(s): Alzheimer's Disease U.S. FDA Status: Alzheimer's Disease (Phase 2) Company: Araclon Biotech,ongoing,2.0,False,1.0,08 May 2024,https://www.alzforum.org/therapeutics/abvac40
acd856,ACD856,https://www.alzforum.org/therapeutics/acd856,,Alzheimer's Disease (Phase 1),AlzeCure Pharma AB,Other,Small Molecule,,?fda_statuses[]=181&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=181&therapy_types[]=166 | ?therapy_types[]=166,Therapeutics,ACD856,,Small Molecule,Other,Alzheimer's Disease,Alzheimer's Disease (Phase 1),AlzeCure Pharma AB,,"This small molecule is a positive allosteric modulator of Trk receptors, which mediate the effects of BDNF, NGF, and other neurotrophic factors. ACD856 increases the kinase activity of Trk receptors and enhances the effects of BDNF or NGF on survival, neuronal function, and synaptic plasticity.","Background This small molecule is a positive allosteric modulator of Trk receptors, which mediate the effects of BDNF, NGF, and other neurotrophic factors. ACD856 increases the kinase activity of Trk receptors and enhances the effects of BDNF or NGF on survival, neuronal function, and synaptic plasticity. This is intended to make up for loss of BDNF and NGF signaling that occurs in AD. This compound is taken orally. It is being developed for Alzheimer’s disease; other potential indications include cognitive impairment due to Parkinson’s disease, traumatic brain injury, or sleep disorders and depression. AlzeCure Pharma identified positive Trk receptor modulators in a high-throughput, cell-based screen. Top hits included two triazinetriones that are used as veterinary anti-parasitic agents, and these were chemically optimized to yield ACD856. The compound potentiated cellular signaling of TrkA and TrkB receptors with EC50 values of 382 or 295 nM, respectively. It bound the receptor’s intracellular domain, and increased the Vmax of TrkA kinase, suggesting it acts by accelerating the catalytic cycle. ACD856 or the related veterinary drug Ponazuril facilitated LTP in hippocampal slices, and increased levels of brain acetylcholine in awake rats. ACD856 reversed scopolamine-induced memory impairments in rats and mice, and age-related memory decline in mice ( Dahlström et al., 2021 ). The compound improves mitochondrial function and increases BDNF expression in cells, and shows antidepressant activity in mice ( Parrado-Fernandez et al., 2023 ; Madjid et al., 2023 ).",Overview Name: ACD856 Therapy Type: Small Molecule (timeline) Target Type: Other (timeline) Condition(s): Alzheimer's Disease U.S. FDA Status: Alzheimer's Disease (Phase 1) Company: AlzeCure Pharma AB,ongoing,1.0,False,,19 Dec 2023,https://www.alzforum.org/therapeutics/acd856
acetyl-l-carnitine-hci,Acetyl-l-carnitine HCI,https://www.alzforum.org/therapeutics/acetyl-l-carnitine-hci,ALCAR,Alzheimer's Disease (Discontinued),Sigma-Tau Pharmaceuticals,Other,"Supplement, Dietary",,?fda_statuses[]=189&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=189&therapy_types[]=163 | ?therapy_types[]=163,Therapeutics,Acetyl-l-carnitine HCI,ALCAR,"Supplement, Dietary",Other,Alzheimer's Disease,Alzheimer's Disease (Discontinued),Sigma-Tau Pharmaceuticals,,"ALCAR is a naturally occurring substance. It can be metabolized to acetyl-COA by the carnitine transferase reaction and may serve as an alternative source of fuel for the citric-acid cycle, thus promoting aerobic energy metabolism, reducing tissue acidosis.","Background ALCAR is a naturally occurring substance. It can be metabolized to acetyl-COA by the carnitine transferase reaction and may serve as an alternative source of fuel for the citric-acid cycle, thus promoting aerobic energy metabolism, reducing tissue acidosis. ALCAR is thought to have several properties that may be beneficial in dementia. It may protect against oxidative stress indirectly by promoting oxidative metabolism and inhibiting tissue lactic acidosis, a condition that favors reactive oxygen species production. In addition, continued oxidative metabolism provides NADPH, the reducing power needed to convert oxidized glutathione to the reduced form capable of detoxifying H202 and other organic peroxides. Acetyl-CoA is also important to the biosynthesis of acetylcholine.","Overview Name: Acetyl-l-carnitine HCI Synonyms: ALCAR Therapy Type: Supplement, Dietary (timeline) Target Type: Other (timeline) Condition(s): Alzheimer's Disease U.S. FDA Status: Alzheimer's Disease (Discontinued) Company: Sigma-Tau Pharmaceuticals Approved for:",discontinued,,False,,07 Nov 2018,https://www.alzforum.org/therapeutics/acetyl-l-carnitine-hci
aci-24060,ACI-24.060,https://www.alzforum.org/therapeutics/aci-24060,"ACI-24, Pal1-15 acetate salt","Alzheimer's Disease (Phase 2), Down's Syndrome (Phase 2)","AC Immune SA, Takeda Pharmaceutical Company",Amyloid-Related,Immunotherapy (active),,?fda_statuses[]=182&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=182&therapy_types[]=161 | ?therapy_types[]=161,Therapeutics,ACI-24.060,"ACI-24, Pal1-15 acetate salt",Immunotherapy (active),Amyloid-Related,"Alzheimer's Disease, Down's Syndrome","Alzheimer's Disease (Phase 2), Down's Syndrome (Phase 2)","AC Immune SA, Takeda Pharmaceutical Company",,"ACI-24 is a liposome vaccine designed to elicit an antibody response against aggregated Aβ peptides without concomitant pro-inflammatory T cell activation. This vaccine grew out of work with tetrapalmitoylated preparations of N-terminal Aβ fragments, which rapidly stimulated anti-Aβ antibodies that dissolve amyloid fibers in vitro and in vivo.","Background ACI-24 is a liposome vaccine designed to elicit an antibody response against aggregated Aβ peptides without concomitant pro-inflammatory T cell activation. This vaccine grew out of work with tetrapalmitoylated preparations of N-terminal Aβ fragments, which rapidly stimulated anti-Aβ antibodies that dissolve amyloid fibers in vitro and in vivo. ACI-24 is based on the truncated Aβ-15 sequence, which is devoid of T-cell epitopes located closer to the peptide’s C-terminus. An array of Aβ1-15 sequences, sandwiched between palmitoylated lysines at either end, is anchored into the surface of liposomes in such a way that the peptides adopt an aggregated β-sheet structure, forming a conformational epitope ( Feb 2002 news ). In preclinical studies, repeated subcutaneous injection of ACI-24 into APPxPS-1 transgenic mice and into cynomolgus monkeys was reported to generate high titers of anti-Aβ IgG1 and IgG2b antibodies, which involve a non-inflammatory Th2 helper cell response. In a three-month treatment study in APPxPS-1 mice, ACI-24 reportedly decreased the concentration of insoluble Aβ40 and 42 and of soluble Aβ42; it also improved novel object recognition while prompting neither gliosis nor increases in measures of pro-inflammatory cytokines. Antisera from immunized monkeys stain human Alzheimer’s disease brain ( Muhs et al., 2007 ; Hickman et al., 2011 ). Vaccination of young APPxPS-1 mice led to local microglia activation around plaques, amyloid clearance, and fewer dystrophic neurites ( Rudan Njavro et al., 2022 ). This vaccine uses the lipid adjuvant MPLA. In a mouse model of Down's syndrome, immunization at 5 months of age elicited anti-Aβ IgG, and led to a modest reduction in brain Aβ at 8 months. Vaccination improved memory deficits, and reduced cholinergic neuron atrophy, with no signs of inflammation or hemorrhage ( Belinchenko et al., 2016 ). More recently, AC Immune tested an optimized version of ACI-24 in mice and nonhuman primates ( Vukicevic et al., 2022 ; Mar 2022 conference news ). ACI-24.060 contains additional non-Aβ peptides (e.g. tetanus) to boost helper T cell responses. The vaccine was well-tolerated. It induced high titers of IgG reactive to pyroGlu-Aβ, an N-terminally truncated and modified form of Aβ that is highly amyloidogenic and toxic. PyroGlu-Aβ is also the target of donanemab , a monoclonal antibody approved to treat AD. In a presentation at the 2024 AAIC, the company showed that antibodies elicited in nonhuman primates preferentially recognize Aβ oligomers over monomers, with a similar selectivity as the approved anti-oligomer antibody Leqembi .","Overview Name: ACI-24.060 Synonyms: ACI-24, Pal1-15 acetate salt Therapy Type: Immunotherapy (active) (timeline) Target Type: Amyloid-Related (timeline) Condition(s): Alzheimer's Disease, Down's Syndrome U.S. FDA Status: Alzheimer's Disease (Phase 2), Down's Syndrome (Phase 2) Company: AC Immune SA, Takeda Pharmaceutical Company",ongoing,12.0,False,1.0,25 Mar 2025,https://www.alzforum.org/therapeutics/aci-24060
aci-3024,ACI-3024,https://www.alzforum.org/therapeutics/aci-3024,Tau MorphomerTM,"Alzheimer's Disease (Inactive), Other Tauopathy (Phase 0)",AC Immune SA,Tau,Small Molecule,,?fda_statuses[]=190&target_types[]=177 | ?target_types[]=177 | ?fda_statuses[]=190&therapy_types[]=166 | ?therapy_types[]=166,Therapeutics,ACI-3024,Tau MorphomerTM,Small Molecule,Tau,"Alzheimer's Disease, Other Tauopathy","Alzheimer's Disease (Inactive), Other Tauopathy (Phase 0)",AC Immune SA,,"ACI-3024 is a small-molecule inhibitor of tau aggregation. It originated from screening of AC Immune’s proprietary compound library of low-molecular-weight compounds that disrupt Aβ-sheet structures ( Kroth et al., 2012 ).","Background ACI-3024 is a small-molecule inhibitor of tau aggregation. It originated from screening of AC Immune’s proprietary compound library of low-molecular-weight compounds that disrupt Aβ-sheet structures ( Kroth et al., 2012 ). With additional medicinal chemistry, the company has created conformation-specific candidates targeting tau, Aβ, α-synuclein, and the NLRP3-ASC inflammasome; ACI-3024 is the first to enter clinical trials. No preclinical information on ACI-3024 is formally published. According to data presented at conferences, the compound disrupts tau aggregates in vitro, independent of the presence of pathogenic mutations (see March 2019 AAT-AD/PD slides). Reportedly, ACI-3024 does not cross-react with monomeric tau, or with Aβ or α-synuclein aggregates from human brain, and it disaggregates tau neurofibrillary tangles in human brain sections ex vivo, even in the presence of amyloid plaques. In cell-based assays, nanomolar concentrations of ACI-3024 were claimed to cause a dose-dependent reduction of intracellular pathological tau, and to prevent microglial activation and neuron death induced by tau paired helical filaments in primary brain cell cultures. One month of ACI-3024 treatment was claimed to reduce brain aggregated and insoluble tau in the rTg4510 mouse model of tauopathy due to expression of mutated human tau. Treatment also reportedly reduced microglia activation and CSF total tau in these mice, in proportion to plasma drug concentration. In December 2018, AC Immune struck up a partnership with Lilly to develop ACI-3024 ( Genetic Engineering & Biotechnology News story ). AC Immune has used the same technology to discover PET ligands, and is developing the tau tracer PI-2620 in partnership with Life Molecular Imaging ( Kroth et al., 2019 ; Jan 2020 news ; Bullich et al., 2019 ).","Overview Name: ACI-3024 Synonyms: Tau MorphomerTM Therapy Type: Small Molecule (timeline) Target Type: Tau (timeline) Condition(s): Alzheimer's Disease, Other Tauopathy U.S. FDA Status: Alzheimer's Disease (Inactive), Other Tauopathy (Phase 0) Company: AC Immune SA",ongoing,0.0,False,,29 Oct 2021,https://www.alzforum.org/therapeutics/aci-3024
aci-7104056,ACI-7104.056,https://www.alzforum.org/therapeutics/aci-7104056,"ACI-7104, Affitope PD01A, PD03A","Parkinson's Disease (Phase 2), Multiple System Atrophy (Phase 1)","AC Immune SA, AFFiRiS AG",alpha-synuclein,Immunotherapy (active),,?fda_statuses[]=181&therapy_types[]=161 | ?fda_statuses[]=182&therapy_types[]=161 | ?therapy_types[]=161,Therapeutics,ACI-7104.056,"ACI-7104, Affitope PD01A, PD03A",Immunotherapy (active),alpha-synuclein,"Parkinson's Disease, Multiple System Atrophy","Parkinson's Disease (Phase 2), Multiple System Atrophy (Phase 1)","AC Immune SA, AFFiRiS AG",,"PD01A is an active vaccine to α-synuclein. The immunogen is an eight amino acid peptide that mimics an epitope in the C-terminal region of human α-synuclein, but with a different amino acid sequence.","Background PD01A is an active vaccine to α-synuclein. The immunogen is an eight amino acid peptide that mimics an epitope in the C-terminal region of human α-synuclein, but with a different amino acid sequence. The peptide is conjugated to the carrier protein keyhole limpet hemocyanin and adsorbed to aluminum hydroxide adjuvant. The vaccine is designed to stimulate B cell antibody responses, but bypass auto-reactive T cell mobilization, which can elicit harmful neuroinflammatory responses. Antibodies to α-synuclein have been shown to prevent pathogenic protein spread and promote clearance of aggregates in animal models ( Bae et al., 2012 ; Masliah et al., 2011 ). AFFiRiS was developing PD01A and a related vaccine, PD03A, for the synucleinopathies Parkinson’s disease and multiple system atrophy (MSA). The PD01A immunogen was selected by screening a library of synthetic peptides with a monoclonal antibody to α-synuclein oligomers. When used to vaccinate mice, the PD01A peptide induced antibodies that recognized α-synuclein aggregates preferentially over monomers, and did not react with β-synuclein ( Mandler et al., 2014 ). Immunization of two mouse lines overexpressing human α-synuclein lowered brain levels of aggregated α-synuclein, reduced neurodegeneration, and improved memory and motor behaviors. Immunization likewise decreased neurodegeneration and demyelination in a mouse model of MSA ( Mandler et al., 2015 ). In an APP/α-synuclein double-transgenic mouse, dual immunization with PD01A and an Aβ vaccine had additive benefits on pathology and behavior ( Mandler et al., 2019 ).","Overview Name: ACI-7104.056 Synonyms: ACI-7104, Affitope PD01A, PD03A Therapy Type: Immunotherapy (active) (timeline) Target Type: alpha-synuclein Condition(s): Parkinson's Disease, Multiple System Atrophy U.S. FDA Status: Parkinson's Disease (Phase 2), Multiple System Atrophy (Phase 1) Company: AC Immune SA, AFFiRiS AG",ongoing,2.0,False,,16 Jul 2025,https://www.alzforum.org/therapeutics/aci-7104056
acitretin,Acitretin,https://www.alzforum.org/therapeutics/acitretin,"Soriatane , Neotigason, RO 101670",Alzheimer's Disease (Phase 2),"Actavis, Allergan plc",Amyloid-Related,Small Molecule,Psoriasis in US,?fda_statuses[]=182&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=182&therapy_types[]=166 | ?therapy_types[]=166,Therapeutics,Acitretin,"Soriatane , Neotigason, RO 101670",Small Molecule,Amyloid-Related,Alzheimer's Disease,Alzheimer's Disease (Phase 2),"Actavis, Allergan plc",Psoriasis in US,"Acitretin is a retinoid drug used primarily to treat severe psoriasis. It can cause birth defects and other side effects typical of vitamin A overdose, including hair loss, elevated triglyceride levels, and drying of mucosal membranes, and therefore is used only in patients who do not respond to less-toxic psoriasis drugs.","Background Acitretin is a retinoid drug used primarily to treat severe psoriasis. It can cause birth defects and other side effects typical of vitamin A overdose, including hair loss, elevated triglyceride levels, and drying of mucosal membranes, and therefore is used only in patients who do not respond to less-toxic psoriasis drugs. Acitretin acts as a retinoic acid receptor agonist. In preclinical models it increases expression of ADAM-10, the physiological α-secretase of the human amyloid precursor protein (APP). Acitretin was reported to boost non-amyloidogenic processing of APP in neuroblastoma cells and reduce Aβ levels in APP/PS-1 transgenic mice (see Tippman et al., 2009 ). It reportedly crosses the blood-brain barrier in mice ( Holthoewer et al., 2012 ).","Overview Name: Acitretin Synonyms: Soriatane , Neotigason, RO 101670 Therapy Type: Small Molecule (timeline) Target Type: Amyloid-Related (timeline) Condition(s): Alzheimer's Disease U.S. FDA Status: Alzheimer's Disease (Phase 2) Company: Actavis, Allergan plc Approved for: Psoriasis in US",ongoing,2.0,False,1.0,09 Oct 2015,https://www.alzforum.org/therapeutics/acitretin
acp-204,ACP-204,https://www.alzforum.org/therapeutics/acp-204,,Alzheimer's Disease (Phase 2/3),Acadia Pharmaceuticals,Other Neurotransmitters,Small Molecule,,?fda_statuses[]=931&target_types[]=176 | ?target_types[]=176 | ?fda_statuses[]=931&therapy_types[]=166 | ?therapy_types[]=166,Therapeutics,ACP-204,,Small Molecule,Other Neurotransmitters,Alzheimer's Disease,Alzheimer's Disease (Phase 2/3),Acadia Pharmaceuticals,,ACP-204 acts as an inverse agonist at the 5-HT2A serotonin receptor. It is currently being developed for the treatment of Alzheimer’s disease psychosis.,"Background ACP-204 acts as an inverse agonist at the 5-HT2A serotonin receptor. It is currently being developed for the treatment of Alzheimer’s disease psychosis. Acadia’s previous 5-HT2A inverse agonist Nuplazid is approved for Parkinson’s disease psychosis. In 2022, the FDA declined to approve Nuplazid for Alzheimer’s disease, citing a lack of evidence for its effectiveness. According to the company website, ACP2-4 is a next-generation 5-HT2A blocker designed to mitigate Nuplazid’s shortcomings. These include the heart rhythm disturbance of QT prolongation, which can be lethal, as well as dosing limitations and delayed onset of action.",Overview Name: ACP-204 Therapy Type: Small Molecule (timeline) Target Type: Other Neurotransmitters (timeline) Condition(s): Alzheimer's Disease U.S. FDA Status: Alzheimer's Disease (Phase 2/3) Company: Acadia Pharmaceuticals,ongoing,2.0,False,,05 Feb 2024,https://www.alzforum.org/therapeutics/acp-204
adel-y01,ADEL-Y01,https://www.alzforum.org/therapeutics/adel-y01,,Alzheimer's Disease (Phase 1),"ADEL, Inc., Oscotec Inc.",Tau,Immunotherapy (passive),,?fda_statuses[]=181&target_types[]=177 | ?target_types[]=177 | ?fda_statuses[]=181&therapy_types[]=162 | ?therapy_types[]=162,Therapeutics,ADEL-Y01,,Immunotherapy (passive),Tau,Alzheimer's Disease,Alzheimer's Disease (Phase 1),"ADEL, Inc., Oscotec Inc.",,"ADEL-Y01 is a humanized IgG1 monoclonal antibody that binds tau protein modified by acetylation at lysine residue 280. Tau acetylation at lysine residues is associated with protein aggregation and pathology in various tauopathies, including Alzheimer’s disease (e.g.","Background ADEL-Y01 is a humanized IgG1 monoclonal antibody that binds tau protein modified by acetylation at lysine residue 280. Tau acetylation at lysine residues is associated with protein aggregation and pathology in various tauopathies, including Alzheimer’s disease (e.g. Min et al., 2010 ; Cohen et al., 2011 ). K280 lies in a region critical for tau aggregation, and acetyl-K280 has been detected in AD and other human tauopathies ( Irwin et al., 2012 ; Wesseling et al., 2020 ). In preclinical work, an acetylated tau fragment spanning K280 was able to seed and accelerate aggregation of tau in vitro and in cells, and was more neurotoxic than the non-acetylated version. Mutational analysis suggested that K280 acetylation accounted for the enhanced toxicity. In the P301L mouse model of tau pathology, immunization with a tau 275-286 peptide, acetylated at K280, decreased the levels of phosphorylated and acetylated tau in brain, and improved cognitive and motor performance. The Y01 monoclonal antibody raised to this peptide interacted with acetylated K280 and surrounding residues in intact tau, inhibited aggregation and propagation of acetylated tau, and promoted tau uptake by microglia. The antibody detected K280-acetylated tau in human AD brain sections and CSF, and in P301L mouse brain lysates. Treatment of P301L mice with the antibody reduced memory impairment, behavioral deficits, and tau pathology ( Song et al., 2023 ). A different group reported comparable effects on tau pathology and behavior after treatment of tauopathy mice with an antibody to acetylated tau K174 ( Parra Bravo et al., 2024 ).","Overview Name: ADEL-Y01 Therapy Type: Immunotherapy (passive) (timeline) Target Type: Tau (timeline) Condition(s): Alzheimer's Disease U.S. FDA Status: Alzheimer's Disease (Phase 1) Company: ADEL, Inc., Oscotec Inc.",ongoing,1.0,False,,02 Aug 2024,https://www.alzforum.org/therapeutics/adel-y01
